,title,price,make,model,year,mileage,fuel_type,engine_power,engine_capacity,transmission,pollution_standard,gearbox,body_type,country_origin,original_owner,no_accident
23,BMW i8 Coupe,69000,BMW,i8,2017,61 196 km,Hibrid,231 CP,1 499 cm3,4x4 (automat),Euro 6,Automata,Coupe,Germania,,
24,Mercedes-Benz B 180 (CDI) d,9890,Mercedes-Benz,B,2016,185 056 km,Diesel,109 CP,1 461 cm3,Fata,Euro 5,Manuala,Monovolum,Italia,,Da
25,Ford Focus 1.6 TDCi DPF Titanium,3890,Ford,Focus,2010,239 000 km,Diesel,110 CP,1 560 cm3,Fata,Euro 5,Manuala,Combi,,,
26,BMW X5 xDrive30d,31300,BMW,X5,2016,172 000 km,Diesel,258 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,
27,Volkswagen Golf 2.0 TDI BlueMotion Technology Highline,6300,Volkswagen,Golf,2011,252 872 km,Diesel,140 CP,1 968 cm3,,,Manuala,Compacta,,,
28,Volkswagen Passat CC,10950,Volkswagen,Passat CC,2014,247 000 km,Diesel,177 CP,1 968 cm3,,,Automata,Masina de oras,,,
29,Seat Ibiza 1.6 TDI CR Style,3990,Seat,Ibiza,2011,201 000 km,Diesel,105 CP,1 598 cm3,Fata,,Manuala,Combi,,,
30,Skoda Superb Combi 2.0 TDI 4x4 DSG Scout Final Edition,22900,Skoda,Superb,2020,275 000 km,Diesel,200 CP,1 968 cm3,,,Automata,Combi,,,
31,Ford Ranger Pick-Up 3.2 TDCi 4x4 Cabina Dubla WILDTRACK Aut.,22950,Ford,Ranger,2016,135 000 km,Diesel,200 CP,3 198 cm3,4x4 (automat),,Automata,SUV,,,
32,Jaguar F-Pace 25d AWD R-Sport,33903,Jaguar,F-Pace,2019,151 859 km,Diesel,240 CP,1 999 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
33,Porsche Cayenne,71000,Porsche,Cayenne,2018,53 000 km,Benzina,440 CP,2 894 cm3,4x4 (automat),,Automata,SUV,,Da,Da
34,Skoda Superb 2.0 TDI DSG Ambition,20989,Skoda,Superb,2018,49 624 km,Diesel,150 CP,1 968 cm3,Fata,,Automata,Sedan,,,
35,Volkswagen Golf 1.6 TDI 4Motion BMT Comfortline,8250,Volkswagen,Golf,2017,244 690 km,Diesel,110 CP,1 598 cm3,,,Manuala,Combi,,,
36,Renault Twingo 1.2 Trend,4999,Renault,Twingo,2015,175 000 km,Benzina,75 CP,1 149 cm3,Fata,Euro 6,Manuala,Masina mica,Austria,Da,Da
37,Audi A6 2.0 TDI DPF multitronic sport selection,13650,Audi,A6,2014,185 000 km,Diesel,177 CP,1 968 cm3,Fata,Euro 5,Automata,Combi,,,
38,Skoda Octavia 2.0 TDI DSG Style,14500,Skoda,Octavia,2017,174 500 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Automata,Combi,Germania,,Da
39,Volvo XC 60 D4 AWD Inscription,29350,Volvo,XC 60,2018,159 824 km,Diesel,190 CP,1 969 cm3,4x4 (automat),Euro 6,Automata,SUV,,,Da
40,Mercedes-Benz GLC Coupe 250 d 4Matic 9G-TRONIC AMG Line,29990,Mercedes-Benz,GLC Coupe,2017,185 000 km,Diesel,204 CP,2 143 cm3,,,Automata,SUV,,,
41,Volkswagen Golf Sportsvan,10590,Volkswagen,Golf Sportsvan,2017,257 472 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6b,Manuala,Monovolum,Germania,Da,Da
42,BMW X6 xDrive30d AT MHEV,89899,BMW,X6,2022,14 000 km,Diesel,286 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
43,Mercedes-Benz GLA 200 d 4MATIC Aut.,22900,Mercedes-Benz,GLA,2018,107 000 km,Diesel,136 CP,2 143 cm3,4x4 (automat),,Automata,SUV,,,
44,Porsche Panamera 4S,64979,Porsche,Panamera,2017,144 910 km,Benzina,440 CP,2 894 cm3,4x4 (automat),,Automata,Sedan,,,
45,Seat Leon 1.6 TDI Style DSG,5999,Seat,Leon,2012,196 000 km,Diesel,105 CP,1 598 cm3,Fata,Euro 5,Automata,Compacta,Germania,,
46,Renault Kadjar Blue dCi EDC Intens,16779,Renault,Kadjar,2020,153 808 km,Diesel,116 CP,1 461 cm3,Fata,Euro 6,Automata,SUV,Franta,,Da
47,Hyundai Tucson 1.6 CRDI 4WD 7DCT Style,19989,Hyundai,Tucson,2020,137 000 km,Diesel,136 CP,1 598 cm3,Fata,Euro 6,Automata,SUV,Franta,Da,Da
48,Renault Kadjar 1.2 TCe Intens,16500,Renault,Kadjar,2016,84 000 km,Benzina,130 CP,1 197 cm3,Fata,,Manuala,SUV,Spania,Da,
49,Nissan Juke 1.5L dCI Stop/Start Tekna,6980,Nissan,Juke,2011,236 000 km,Diesel,110 CP,1 461 cm3,,,Manuala,SUV,,,
50,Dacia Logan 1.2 75CP Ambiance,5990,Dacia,Logan,2016,136 000 km,Benzina,75 CP,1 149 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,Da
51,Skoda Octavia,18998,Skoda,Octavia,2019,40 700 km,Benzina,149 CP,1 498 cm3,Fata,Euro 6,Automata,Compacta,Romania,,Da
52,Dacia Logan 1.2,3150,Dacia,Logan,2013,264 656 km,Benzina,75 CP,1 149 cm3,Fata,,Manuala,Sedan,,,
53,Mini Cooper,18900,Mini,Cooper,2018,39 500 km,Diesel,116 CP,1 496 cm3,Fata,Euro 6,Automata,Masina de oras,,,
54,BMW X5 3.0d Aut.,11000,BMW,X5,2008,223 000 km,Diesel,235 CP,2 993 cm3,4x4 (automat),,Automata,SUV,Romania,Da,Da
55,Ford Focus,7200,Ford,Focus,2015,196 000 km,Diesel,120 CP,1 499 cm3,Fata,Euro 6,Manuala,Combi,Germania,,Da
56,BMW Seria 5 530d xDrive AT,37663,BMW,Seria 5,2020,93 372 km,Diesel,265 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,Sedan,Romania,Da,Da
57,Renault Kadjar 1.2 TCe EDC Intens,14590,Renault,Kadjar,2018,173 315 km,Benzina,130 CP,1 197 cm3,Fata,Euro 6,Automata,SUV,,Da,Da
58,BMW M8,74900,BMW,M8,2020,96 000 km,Benzina,530 CP,4 395 cm3,4x4 (manual),,Automata,Sedan,,,
59,Volvo XC 60 D5 AWD Aut. RDesign,14999,Volvo,XC 60,2013,212 000 km,Diesel,215 CP,2 400 cm3,4x4 (automat),Euro 5,Automata,SUV,Germania,,
60,Kia Sportage,11500,Kia,Sportage,2013,200 000 km,Diesel,136 CP,1 995 cm3,,,Manuala,SUV,,,
61,BMW Seria 3,4950,BMW,Seria 3,1994,257 883 km,Benzina,115 CP,1 598 cm3,,,Manuala,Combi,,,
62,Mercedes-Benz GLA 220 CDI 4MATIC Aut.,18500,Mercedes-Benz,GLA,2015,133 500 km,Diesel,170 CP,2 143 cm3,,,Automata,SUV,Germania,,
63,BMW X6 xDrive30d,75899,BMW,X6,2020,63 672 km,Diesel,265 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,,,
64,BMW Seria 3,12500,BMW,Seria 3,2012,253 000 km,Diesel,163 CP,1 995 cm3,Spate,Euro 5,Automata,Sedan,Germania,,
65,BMW X4,19500,BMW,X4,2016,272 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),,Automata,SUV,Germania,,Da
66,Land Rover Range Rover Evoque,23349,Land Rover,Range Rover Evoque,2017,119 000 km,Diesel,180 CP,1 999 cm3,4x4 (automat),Euro 6,Automata,SUV,,,
67,Hyundai Tucson 2.0 CRDI 4WD 6AT Luxury Pack+,21500,Hyundai,Tucson,2017,134 500 km,Diesel,185 CP,1 995 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
68,Dacia Logan,10999,Dacia,Logan,2021,64 200 km,Benzina,90 CP,999 cm3,Fata,Euro 6,Manuala,Sedan,Romania,,Da
69,Opel Insignia 2.0 CDTI Sports Tourer ecoFLEXStart/Stop Selection,7200,Opel,Insignia,2015,205 000 km,Diesel,140 CP,1 956 cm3,Fata,,Manuala,Combi,,,
70,Mercedes-Benz A 150 Autotronic,4190,Mercedes-Benz,A,2005,117 013 km,Benzina,95 CP,1 498 cm3,Fata,,Automata,Compacta,Germania,Da,
71,Ford Mondeo 2.0 TDCi Start-Stopp Titanium,10650,Ford,Mondeo,2015,206 000 km,Diesel,180 CP,1 997 cm3,Fata,Euro 6,Manuala,Combi,Suedia,,Da
72,Volvo V40 D4 VEA R-Design,9890,Volvo,V40,2014,229 754 km,Diesel,190 CP,1 969 cm3,Fata,Euro 5b,Manuala,Compacta,Olanda,Da,Da
73,Skoda Octavia 2.0 TDI DSG RS,16300,Skoda,Octavia,2019,180 000 km,Diesel,184 CP,1 968 cm3,Fata,Euro 6,Automata,Combi,Germania,Da,Da
74,Volkswagen Passat CC 2.0 TDI 4Motion BlueMotion Technology DSG,9990,Volkswagen,Passat CC,2012,269 000 km,Diesel,177 CP,1 968 cm3,Fata,,Automata,Sedan,,,
75,Dacia Sandero Stepway,4890,Dacia,Sandero Stepway,2012,210 900 km,Benzina,101 CP,999 cm3,,,Manuala,Compacta,,,
76,Renault Megane 1.5 dCi Sport Edition EDC,6990,Renault,Megane,2013,157 890 km,Diesel,110 CP,1 461 cm3,Fata,,Automata,Combi,,,
77,BMW X6 xDrive30d,19990,BMW,X6,2014,209 090 km,Diesel,245 CP,2 993 cm3,4x4 (automat),Euro 5,Automata,SUV,,,
78,Volkswagen Golf 1.0 TSI (BlueMotion Technology) Comfortline,14900,Volkswagen,Golf,2019,41 000 km,Benzina,110 CP,999 cm3,Fata,Euro 6,Manuala,Compacta,Germania,,Da
79,Mercedes-Benz E 220 d 9G-TRONIC,25800,Mercedes-Benz,E,2017,146 000 km,Diesel,194 CP,1 950 cm3,Spate,,Automata,Sedan,Romania,Da,
80,BMW Seria 5 525d Touring Aut.,4000,BMW,Seria 5,2003,190 000 km,Diesel,197 CP,2 993 cm3,Spate,Euro 3,Automata,Combi,,,
81,Audi Q5 3.0 TDI Quattro S-Tronic,9200,Audi,Q5,2009,285 000 km,Diesel,240 CP,2 967 cm3,,,Automata,SUV,,,
82,Nissan Qashqai 1.6 DCi Xtronic TEKNA,15490,Nissan,Qashqai,2017,159 000 km,Diesel,130 CP,1 598 cm3,Fata,Euro 6,Automata,SUV,Franta,Da,Da
83,Volkswagen Passat CC 2.0 TDI BMT,16600,Volkswagen,Passat CC,2016,48 113 km,Diesel,184 CP,1 968 cm3,Fata,Euro 6,Manuala,Sedan,Germania,,Da
84,BMW X5 xDrive30d,29500,BMW,X5,2016,192 202 km,Diesel,258 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
85,Toyota Corolla 1.4 Diesel Sedan Limited,3700,Toyota,Corolla,2006,183 858 km,Diesel,90 CP,1 364 cm3,Fata,,Manuala,Sedan,,Da,
86,Renault Espace Energy dCi 160 EDC Intens,15990,Renault,Espace,2016,169 000 km,Diesel,160 CP,1 598 cm3,Fata,Euro 6,Automata,Monovolum,Franta,Da,Da
87,Hyundai ix35 2.0 CRDi 4WD Premium,9180,Hyundai,ix35,2012,212 597 km,Diesel,136 CP,1 995 cm3,4x4 (manual),Euro 5,Manuala,SUV,Franta,,Da
88,Kia Sportage 1.6 GDI 6MT 4x2 Plus,18000,Kia,Sportage,2020,71 000 km,Benzina,132 CP,1 591 cm3,Fata,Euro 6,Manuala,SUV,Romania,Da,Da
89,Volvo XC 40,37000,Volvo,XC 40,2021,50 000 km,Benzina,250 CP,1 969 cm3,,,Automata,SUV,,,
90,Porsche Cayenne 3.0 L,38700,Porsche,Cayenne,2016,80 000 km,Diesel,262 CP,2 967 cm3,4x4 (automat),,Automata,SUV,,,Da
91,Dacia Duster 1.5 Blue dCi 4WD SL BlueLine,13000,Dacia,Duster,2020,78 000 km,Diesel,115 CP,1 461 cm3,,,Manuala,SUV,,,
92,Toyota Avensis 1.8 Multidrive S Executive Terracotta,11800,Toyota,Avensis,2014,84 000 km,Benzina,147 CP,1 798 cm3,Fata,,Automata,Sedan,Cehia,,
93,Volkswagen Passat 2.0 FSI Highline,4190,Volkswagen,Passat,2005,206 885 km,Benzina,150 CP,1 984 cm3,Fata,Euro 5,Manuala,Sedan,Germania,,Da
94,Dacia Duster TCe 125 2WD Prestige,8990,Dacia,Duster,2013,104 000 km,Benzina,125 CP,1 197 cm3,Fata,Euro 5,Manuala,SUV,Germania,Da,Da
95,Audi A5,24999,Audi,A5,2018,250 000 km,Diesel,285 CP,2 967 cm3,,,Automata,Combi,,,
96,Mazda CX-5 CD150 Attraction,9500,Mazda,CX-5,2014,209 500 km,Diesel,150 CP,2 191 cm3,Fata,Euro 6,Manuala,SUV,Germania,,Da
97,Audi A6,11300,Audi,A6,2014,278 000 km,Diesel,204 CP,2 967 cm3,,,Automata,Sedan,,,
98,Seat Altea XL,4690,Seat,Altea XL,2010,230 000 km,Diesel,105 CP,1 895 cm3,Fata,,Manuala,Monovolum,Franta,Da,Da
99,Kia Ceed 1.6 CRDi SW ISG Spirit,4990,Kia,Ceed,2011,178 000 km,Diesel,115 CP,1 582 cm3,Fata,Euro 5,Manuala,Combi,Franta,Da,Da
100,Audi Q3 2.0 TDI Quattro S-Tronic,12590,Audi,Q3,2013,229 000 km,Diesel,177 CP,1 968 cm3,4x4 (automat),Euro 5,Automata,SUV,Germania,,Da
101,Renault Megane Blue dCi Business,11850,Renault,Megane,2020,159 000 km,Diesel,95 CP,1 461 cm3,,,Manuala,Compacta,,,
102,Nissan X-Trail 1.6L dCI Start/Stop Tekna,14590,Nissan,X-Trail,2014,101 560 km,Diesel,130 CP,1 598 cm3,Fata,Euro 5,Manuala,SUV,,Da,Da
103,BMW Seria 5 520d Touring Aut.,23400,BMW,Seria 5,2017,168 000 km,Diesel,190 CP,1 995 cm3,Spate,Euro 6,Automata,Combi,Germania,Da,Da
104,Mercedes-Benz GLC 250 d 4Matic 9G-TRONIC,25850,Mercedes-Benz,GLC,2018,176 000 km,Diesel,204 CP,2 143 cm3,,,Automata,SUV,,,
105,Volkswagen Golf Alltrack 2.0 TDI 4Motion BlueMotion Technol.,9600,Volkswagen,Golf,2017,210 258 km,Diesel,150 CP,1 968 cm3,,,Manuala,Combi,,,
106,Lamborghini URUS,331980,Lamborghini,URUS,2022,50 km,Benzina,650 CP,3 996 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,
107,Skoda Octavia 1.6 TDI Green tec DSG Elegance,7973,Skoda,Octavia,2015,291 695 km,Diesel,105 CP,1 598 cm3,Fata,Euro 5,Automata,Combi,Germania,,Da
108,BMW Seria 5,12599,BMW,Seria 5,2013,249 000 km,Diesel,150 CP,1 995 cm3,Spate,Euro 6,Automata,Sedan,Olanda,Da,
109,Volkswagen Golf Variant 1.6 TDI (BlueMotion Technology) Comfortline,10790,Volkswagen,Golf,2017,191 956 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6,Manuala,Combi,Germania,,
110,Land Rover Freelander 2 2.2 SD4 HSE,11990,Land Rover,Freelander,2014,192 000 km,Diesel,190 CP,2 179 cm3,4x4 (automat),Euro 5,Automata,SUV,,,Da
111,Audi A4 Avant 2.0 TDI S tronic design,14650,Audi,A4,2018,195 000 km,Diesel,150 CP,1 968 cm3,,,Automata,Combi,,,
112,Volkswagen Passat 2.0 TDI DSG Comfortline,19950,Volkswagen,Passat,2018,75 300 km,Diesel,150 CP,1 968 cm3,Fata,,Automata,Sedan,Romania,Da,Da
113,Renault Grand Scenic 1.5dCi Expression,5899,Renault,Grand Scenic,2012,256 000 km,Diesel,110 CP,1 461 cm3,Fata,Euro 5,Manuala,Monovolum,Olanda,,
114,Audi SQ5 3.0 TDI quattro tiptronic,19999,Audi,SQ5,2015,189 000 km,Diesel,313 CP,2 967 cm3,4x4 (automat),Euro 5,Automata,SUV,Olanda,,
115,Audi Q5 2.0 TDI quattro S tronic,10900,Audi,Q5,2011,286 000 km,Diesel,177 CP,1 968 cm3,4x4 (manual),,Automata,SUV,,,
116,BMW Seria 5 530e,27989,BMW,Seria 5,2020,138 000 km,Hibrid,184 CP,1 998 cm3,Spate,Euro 6,Automata,Sedan,Franta,Da,Da
117,Volvo XC 60,26989,Volvo,XC 60,2018,160 000 km,Diesel,190 CP,1 969 cm3,4x4 (automat),Euro 6,Automata,SUV,Italia,Da,Da
118,Skoda Octavia,11989,Skoda,Octavia,2017,217 000 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6,Automata,Sedan,Romania,Da,Da
119,Audi A4 Avant 35 TDI S tronic S line,19400,Audi,A4,2020,183 000 km,Diesel,163 CP,1 968 cm3,,,Automata,Combi,,,
120,BMW X5 xDrive30d AT MHEV,63070,BMW,X5,2021,47 000 km,Diesel,286 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
121,BMW X3 xDrive30d Aut. Luxury Line,26699,BMW,X3,2018,157 000 km,Diesel,265 CP,2 993 cm3,,,Automata,SUV,,,
122,Ford Mustang 2.3 EcoBoost Aut.,31500,Ford,Mustang,2019,39 800 km,Benzina,317 CP,2 300 cm3,Spate,Euro 6,Automata,Coupe,Romania,,Da
123,Volkswagen Passat Variant 2.0 TDI BlueMotion Technology DSG Highline,10400,Volkswagen,Passat,2014,175 143 km,Diesel,140 CP,1 968 cm3,Fata,Euro 5,Automata,Combi,,,Da
124,Opel Mokka X 1.4 Turbo ECOTEC 4X4 START/STOP Design Line,10700,Opel,Mokka,2016,146 130 km,Benzina,140 CP,1 364 cm3,4x4 (automat),Euro 6,Manuala,SUV,,,
125,Mercedes-Benz Viano 3.0 CDI DPF extralang Automatik Trend Edition,34000,Mercedes-Benz,Viano,2014,91 600 km,Diesel,224 CP,2 987 cm3,,Euro 5,Automata,Monovolum,,,
126,Mercedes-Benz S 350 d L 9G-TRONIC,31900,Mercedes-Benz,S,2016,187 000 km,Diesel,258 CP,2 987 cm3,Spate,Euro 6,Automata,Sedan,Franta,Da,Da
127,Audi A4,7750,Audi,A4,2010,146 000 km,Diesel,120 CP,1 968 cm3,,,Manuala,Combi,,,
128,Land Rover Range Rover Velar R-Dynamic 2.0 P250 SE,59476,Land Rover,Range Rover Velar,2019,54 900 km,Benzina,250 CP,1 997 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
129,Renault Scenic dCi 110 FAP Expression,3790,Renault,Scenic,2010,197 000 km,Diesel,106 CP,1 461 cm3,Fata,Euro 5,Manuala,Monovolum,Germania,Da,
130,BMW X1 xDrive20d,8600,BMW,X1,2010,208 000 km,Diesel,177 CP,1 995 cm3,4x4 (automat),Euro 5,Manuala,SUV,Germania,,Da
131,Peugeot 308 SW BlueHDi 120 EAT6 Stop & Start Business-Line,7900,Peugeot,308,2015,161 728 km,Diesel,120 CP,1 560 cm3,Fata,Euro 6,Automata,Combi,Italia,,Da
132,BMW Seria 7 740Ld xDrive MHEV,77338,BMW,Seria 7,2021,53 106 km,Diesel,340 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,Da,Da
133,Mercedes-Benz GLA 200 d 7G-DCT AMG Line,21290,Mercedes-Benz,GLA,2017,174 600 km,Diesel,136 CP,2 143 cm3,Fata,Euro 6b,Automata,SUV,Belgia,Da,Da
134,Citroën DS5 Hybrid4 Aut.,9750,Citroën,DS5,2014,230 000 km,Hibrid,163 CP,1 997 cm3,,,Automata,Sedan,,,
135,Audi Q3 2.0 TDI Quattro Sport,17850,Audi,Q3,2018,210 600 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 6,Manuala,SUV,,Da,Da
136,Skoda Karoq,26000,Skoda,Karoq,2022,10 km,Diesel,115 CP,1 968 cm3,Fata,Euro 6,Manuala,SUV,Romania,Da,
137,Renault Megane ENERGY dCi 110 Start & Stop Dynamique,5700,Renault,Megane,2013,223 000 km,Diesel,110 CP,1 461 cm3,Fata,,Manuala,Combi,,,
138,Alfa Romeo Giulietta,8400,Alfa Romeo,Giulietta,2014,140 000 km,Benzina,120 CP,1 368 cm3,,Euro 5a,Manuala,Masina mica,Germania,,
139,BMW X3 2.0d,8900,BMW,X3,2008,97 468 km,Diesel,177 CP,1 995 cm3,4x4 (automat),,Manuala,SUV,,,
140,Opel Astra 1.6 D Start/Stop Edition,7700,Opel,Astra,2019,171 000 km,Diesel,110 CP,1 598 cm3,Fata,Euro 6b,Manuala,Combi,,,
141,Renault Megane Grandtour ENERGY dCi 110 Start & Stopp LIMITED,9000,Renault,Megane,2018,179 000 km,Diesel,110 CP,1 461 cm3,Fata,,Manuala,Combi,,,
142,Renault Megane Grandtour ENERGY dCi 110 Start & Stopp LIMITED,8900,Renault,Megane,2017,194 000 km,Diesel,110 CP,1 461 cm3,Fata,,Manuala,Combi,,,
143,Renault Clio IV 1.5 dCi Zen,5150,Renault,Clio,2015,250 000 km,Diesel,75 CP,1 461 cm3,Fata,,Manuala,Compacta,,,
144,Toyota Auris 1.8 L VVT-i Hybrid Luna,14999,Toyota,Auris,2017,94 841 km,Hibrid,99 CP,1 798 cm3,Fata,,Automata,Compacta,,,
145,BMW Seria 3,29900,BMW,Seria 3,2020,98 000 km,Benzina,184 CP,1 998 cm3,,,Automata,Sedan,,,
146,Dacia Logan 1.5 dCi Laureate,7250,Dacia,Logan,2017,137 000 km,Diesel,75 CP,1 461 cm3,Fata,,Manuala,Sedan,,,
147,BMW Seria 3 320d DPF Aut.,5999,BMW,Seria 3,2007,290 500 km,Diesel,163 CP,1 995 cm3,Spate,Euro 4,Automata,Sedan,Franta,Da,Da
148,Volkswagen Passat Variant 2.0 TDI SCR 4Motion DSG (BMT) Highline,16000,Volkswagen,Passat,2015,199 999 km,Diesel,190 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,Combi,Germania,,Da
149,Renault Talisman ENERGY TCe 150 EDC LIFE,15890,Renault,Talisman,2018,144 300 km,Benzina,150 CP,1 618 cm3,Fata,Euro 6,Automata,Sedan,Franta,Da,Da
150,Dacia Duster dCi 110 FAP 4x2 Prestige,8990,Dacia,Duster,2016,165 400 km,Diesel,109 CP,1 461 cm3,Fata,Euro 6,Manuala,SUV,Franta,,Da
151,Mercedes-Benz E 350 D 4Matic 9G-TRONIC Exclusive,33490,Mercedes-Benz,E,2017,118 500 km,Diesel,258 CP,2 987 cm3,4x4 (automat),Euro 6d-Temp,Automata,Sedan,Germania,,Da
152,Renault Koleos 2.0 dCi FAP 4x2 Expression,6790,Renault,Koleos,2012,205 000 km,Diesel,150 CP,1 995 cm3,Fata,Euro 5,Manuala,SUV,Franta,Da,Da
153,Volkswagen Golf 1.0 TSI Trendline,13000,Volkswagen,Golf,2019,80 000 km,Benzina,115 CP,999 cm3,,,Manuala,Compacta,,,
154,Mercedes-Benz GLC Coupe 220 d 4Matic 9G-TRONIC AMG Line,46989,Mercedes-Benz,GLC Coupe,2019,99 000 km,Diesel,194 CP,1 950 cm3,4x4 (automat),Euro 6,Automata,SUV,Italia,Da,Da
155,Volvo XC 60 D4 AWD Geartronic Summum,15970,Volvo,XC 60,2014,187 000 km,Diesel,190 CP,2 400 cm3,4x4 (automat),Euro 5,Automata,SUV,,,
156,Kia Ceed 1.6 DSL Best,9300,Kia,Ceed,2018,142 757 km,Diesel,115 CP,1 598 cm3,,,Manuala,Combi,,,
157,BMW X1,11350,BMW,X1,2014,258 000 km,Diesel,143 CP,1 995 cm3,4x4 (automat),,Automata,SUV,,,Da
158,Hyundai I30 1.4 CRDi,6590,Hyundai,I30,2013,214 000 km,Diesel,90 CP,1 396 cm3,,,Manuala,Compacta,,,
