,title,price,make,model,year,mileage,fuel_type,engine_power,engine_capacity,transmission,pollution_standard,gearbox,body_type,country_origin,original_owner,no_accident
68,Volvo XC 90 D5 AWD Geartronic RDesign,34990,Volvo,XC 90,2019,250 000 km,Diesel,235 CP,1 969 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
69,BMW Seria 5 528i Sport-Aut.,15990,BMW,Seria 5,2015,198 600 km,Benzina,245 CP,1 997 cm3,,Euro 6,Automata,Sedan,,,Da
70,Volkswagen Touareg 3.0 V6 TDI 4Motion DPF Automatik Atmosphere,53500,Volkswagen,Touareg,2019,92 500 km,Diesel,286 CP,2 967 cm3,4x4 (manual),,Automata,SUV,Germania,,Da
71,BMW Seria 8 840i xDrive,68990,BMW,Seria 8,2020,99 770 km,Benzina,340 CP,2 998 cm3,,,Automata,Coupe,Germania,,Da
72,Volkswagen Golf 2.0 TDI (BlueMotion Technology) Comfortline,12190,Volkswagen,Golf,2017,210 000 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Manuala,Combi,Germania,,
73,BMW Seria 3,12971,BMW,Seria 3,2017,188 000 km,Diesel,116 CP,1 995 cm3,Spate,Euro 6,Manuala,Combi,,Da,Da
74,BMW Seria 4 430i xDrive AT,47990,BMW,Seria 4,2022,70 000 km,Benzina,245 CP,1 998 cm3,Spate,Euro 6,Automata,Sedan,Germania,Da,Da
75,Audi A7 50 TDI quattro tiptronic,45815,Audi,A7,2018,97 888 km,Diesel,286 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,Sedan,,,Da
76,Skoda Octavia Combi 1.0 TSI Ambition,12495,Skoda,Octavia,2019,125 369 km,Benzina,116 CP,999 cm3,Fata,Euro 6,Manuala,Combi,Romania,Da,
77,Skoda Octavia 2.0 TDI 4X4 Ambition,16249,Skoda,Octavia,2017,122 364 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 6,Manuala,Sedan,Romania,Da,Da
78,Porsche Macan S,64855,Porsche,Macan,2019,47 599 km,Benzina,353 CP,2 997 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
79,Skoda Octavia 1.5 TSI DSG Style,17498,Skoda,Octavia,2018,107 558 km,Benzina,150 CP,1 495 cm3,Fata,Euro 6,Automata,Sedan,,,
80,Ford Transit 350 2.0 TDCi L3 Sasiu DCAB Base,13789,Ford,Transit,2017,213 849 km,Diesel,105 CP,1 995 cm3,Fata,Euro 6,Manuala,Monovolum,Romania,Da,Da
81,Peugeot 3008 1.6 THP EAT6 Allure,22990,Peugeot,3008,2018,88 995 km,Benzina,165 CP,1 598 cm3,Fata,Euro 6,Automata,SUV,Belgia,Da,Da
82,Renault Megane Sport Tourer 1.5 dCi EDC GT Line Aut.,16489,Renault,Megane,2018,81 688 km,Diesel,110 CP,1 461 cm3,Fata,Euro 6,Automata,Combi,Romania,Da,Da
83,Peugeot 508 BlueHDi 160 EAT8 Allure,19990,Peugeot,508,2019,187 000 km,Diesel,163 CP,1 997 cm3,Fata,Euro 6,Automata,Sedan,Franta,,
84,Volkswagen Golf 1.4 TSI DSG Team,7200,Volkswagen,Golf,2011,155 700 km,Benzina,122 CP,1 390 cm3,Fata,Euro 5,Automata,Compacta,Germania,,Da
85,Ford Tourneo Custom 320 L1H1 VA 1.0 EcoBoost PHEV Titanium,40999,Ford,Tourneo Custom,2022,11 000 km,Hibrid,125 CP,1 000 cm3,,,Automata,Monovolum,,,
86,Hyundai Grand Santa Fe 2.2 CRDi 4WD Automatik Luxury Pack+,18750,Hyundai,Grand Santa Fe,2016,173 216 km,Diesel,197 CP,2 199 cm3,4x4 (automat),Euro 5,Automata,SUV,Germania,Da,Da
87,Volkswagen Passat Variant 1.4 TSI Plug-In-Hybrid DSG GTE,17850,Volkswagen,Passat,2018,150 000 km,Hibrid,156 CP,1 395 cm3,Fata,Euro 6d,Automata,Combi,Germania,,
88,Skoda Octavia 2.0 TDI 4x4 DSG Scout,11200,Skoda,Octavia,2015,297 715 km,Diesel,184 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,Combi,Ungaria,,
89,Hyundai Tucson blue 1.6 CRDi 2WD DCT Trend,19990,Hyundai,Tucson,2019,160 000 km,Diesel,136 CP,1 598 cm3,Fata,Euro 6,Automata,SUV,Germania,,
90,Volkswagen Tiguan 2.0 TDI SCR Comfortline,16500,Volkswagen,Tiguan,2017,262 632 km,Diesel,115 CP,1 968 cm3,Fata,Euro 6,Manuala,SUV,Olanda,Da,
91,Volkswagen e-Golf Standard,18499,Volkswagen,e-Golf,2020,46 669 km,Electric,136 CP,,Fata,Euro 6,Automata,Compacta,Germania,Da,Da
92,Honda Honda e 154 CP Advance,28700,Honda,Honda e,2021,31 000 km,Electric,154 CP,,,Euro 6,Automata,Masina mica,Luxemburg,,Da
93,Mini Cooper SE,25000,Mini,Cooper SE,2020,28 000 km,Electric,184 CP,,,Euro 6,Automata,Masina mica,Franta,,Da
94,Dacia Duster TCe 125 2WD Prestige,8850,Dacia,Duster,2015,122 302 km,Benzina,125 CP,1 197 cm3,,Euro 5,Manuala,SUV,Germania,Da,Da
95,Mercedes-Benz GLE 350 d 4Matic 9G-TRONIC AMG Line,64900,Mercedes-Benz,GLE,2021,160 000 km,Diesel,272 CP,2 925 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
96,Volkswagen Tiguan 2.0 TDI DPF 4Mot Comfortline,18190,Volkswagen,Tiguan,2017,231 000 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 6,Manuala,SUV,Italia,Da,Da
97,Audi A6,17990,Audi,A6,2016,174 000 km,Benzina,252 CP,1 984 cm3,Fata,Euro 6,Automata,Sedan,Statele Unite ale Americii,Da,
98,Renault Megane dCi 110 FAP Expression,5990,Renault,Megane,2013,273 800 km,Diesel,110 CP,1 461 cm3,Fata,Euro 5a,Manuala,Compacta,Olanda,Da,Da
99,Seat Toledo 1.4 TSI Start&Stop DSG Style,9988,Seat,Toledo,2018,190 600 km,Benzina,125 CP,1 395 cm3,Fata,Euro 6,Automata,Sedan,Romania,Da,Da
100,Seat Toledo 1.4 TSI Start&Stop DSG Style,9988,Seat,Toledo,2018,190 600 km,Benzina,125 CP,1 395 cm3,Fata,Euro 6,Automata,Sedan,Romania,Da,Da
101,Nissan Juke DIG-T 117 Acenta,17800,Nissan,Juke,2020,45 000 km,Benzina,117 CP,999 cm3,Fata,Euro 6,Manuala,SUV,Germania,,Da
102,Mercedes-Benz GLE 350 d 4MATIC,46000,Mercedes-Benz,GLE,2018,89 000 km,Diesel,258 CP,2 987 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
103,Renault Talisman Grandtour ENERGY dCi 160 EDC INTENS,15990,Renault,Talisman,2016,139 000 km,Diesel,160 CP,1 598 cm3,Fata,,Automata,Combi,Franta,Da,Da
104,Mitsubishi ASX 1.8 DI-D 4WD Instyle,11450,Mitsubishi,ASX,2013,168 261 km,Diesel,150 CP,1 798 cm3,4x4 (manual),Euro 5,Manuala,SUV,Germania,,
105,Mercedes-Benz C 220 d 4Matic T 9G-TRONIC,16899,Mercedes-Benz,C,2019,196 000 km,Diesel,194 CP,1 950 cm3,4x4 (manual),Euro 6,Automata,Combi,Germania,,
106,BMW Seria 5 518d AT,23990,BMW,Seria 5,2018,232 375 km,Diesel,150 CP,1 995 cm3,Spate,Euro 6b,Automata,Sedan,,,
107,BMW Seria 5 520d,14196,BMW,Seria 5,2012,153 287 km,Diesel,184 CP,1 995 cm3,Spate,,Automata,Compacta,Franta,,Da
108,Mercedes-Benz Vito,26500,Mercedes-Benz,Vito,2018,191 733 km,Diesel,190 CP,2 143 cm3,,,Automata,Monovolum,Romania,Da,Da
109,Volkswagen Golf 1.4 Team,6690,Volkswagen,Golf,2009,97 000 km,Benzina,80 CP,1 390 cm3,Fata,Euro 5,Manuala,Compacta,Germania,,Da
110,BMW X6 xDrive30d AT MHEV,86999,BMW,X6,2022,20 000 km,Diesel,286 CP,2 993 cm3,,,Automata,SUV,,,
111,BMW X5 xDrive25d,24500,BMW,X5,2016,220 000 km,Diesel,231 CP,1 995 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,
112,Audi A4 35 TDI S tronic sport,24969,Audi,A4,2019,76 000 km,Diesel,150 CP,1 968 cm3,,Euro 6,Automata,Sedan,,,Da
113,Mercedes-Benz E,38950,Mercedes-Benz,E,2021,31 025 km,Diesel,194 CP,1 950 cm3,4x4 (automat),,Automata,Sedan,Romania,Da,
114,BMW Seria 2 216d Active Tourer Aut. Luxury Line,11500,BMW,Seria 2,2016,216 562 km,Diesel,116 CP,1 496 cm3,Fata,,Automata,Monovolum,Franta,,Da
115,Volkswagen Golf 1.4 TSI DSG Comfortline,5799,Volkswagen,Golf,2011,220 000 km,Benzina,122 CP,1 390 cm3,Fata,Euro 5,Automata,Combi,Olanda,Da,Da
116,Land Rover Range Rover Sport 3.0 SDV6 HSE Dynamic,45999,Land Rover,Range Rover Sport,2020,156 612 km,Diesel,306 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
117,Volvo S90 D3 Momentum,20498,Volvo,S90,2020,191 602 km,Diesel,150 CP,1 969 cm3,Fata,Euro 6,Automata,Sedan,,,Da
118,Mercedes-Benz C 180 (BlueTEC) d,15000,Mercedes-Benz,C,2017,193 394 km,Diesel,116 CP,1 598 cm3,,Euro 6,Manuala,Sedan,Olanda,,Da
119,Ford Focus 1.6 TDCi DPF Titanium,3500,Ford,Focus,2010,298 521 km,Diesel,110 CP,1 560 cm3,Fata,Euro 5,Manuala,Combi,Olanda,,Da
120,Volkswagen Golf Variant 1.4 TSI Comfortline,4990,Volkswagen,Golf,2009,112 000 km,Benzina,140 CP,1 390 cm3,Fata,Euro 4,Manuala,Combi,Germania,Da,Da
121,Mercedes-Benz C,21300,Mercedes-Benz,C,2019,135 000 km,Diesel,122 CP,1 597 cm3,Fata,Euro 6,Automata,Sedan,Belgia,,Da
122,Volkswagen Passat CC 2.0 TDI 4Motion BlueMotion Technology DSG,13990,Volkswagen,Passat CC,2013,183 000 km,Diesel,177 CP,1 968 cm3,4x4 (manual),,Automata,Sedan,,,Da
123,BMW X6 xDrive30d AT MHEV,84999,BMW,X6,2022,18 500 km,Diesel,286 CP,2 993 cm3,,,Automata,SUV,,,
124,Mercedes-Benz EQE,76759,Mercedes-Benz,EQE,2023,,Electric,245 CP,,Spate,,Automata,Sedan,,,Da
125,Suzuki Grand Vitara 1.9 DDiS Club,8990,Suzuki,Grand Vitara,2012,216 000 km,Diesel,129 CP,1 870 cm3,4x4 (manual),Euro 5,Manuala,SUV,Germania,Da,Da
126,Volkswagen Caravelle,9600,Volkswagen,Caravelle,2008,198 000 km,Diesel,130 CP,2 461 cm3,Fata,Euro 5a,Manuala,Monovolum,Germania,,
127,Fiat Tipo 1.3 Mjet,7989,Fiat,Tipo,2017,126 300 km,Diesel,95 CP,1 248 cm3,Fata,Euro 6,Manuala,Compacta,Romania,,Da
128,Dacia Dokker 1.6 102 CP Ambiance,7690,Dacia,Dokker,2016,123 500 km,Benzina,102 CP,1 598 cm3,Fata,Euro 6,Manuala,Monovolum,,Da,Da
129,Mercedes-Benz GLE 300 d 4MATIC,55989,Mercedes-Benz,GLE,2021,130 000 km,Diesel,245 CP,1 950 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
130,Volvo XC 60 D3 Aut. Summum,13499,Volvo,XC 60,2013,229 000 km,Diesel,163 CP,1 984 cm3,Fata,Euro 5,Automata,SUV,Belgia,,Da
131,Renault Megane dCi 110 FAP EDC Bose Edition,6700,Renault,Megane,2015,242 000 km,Diesel,110 CP,1 461 cm3,Fata,Euro 6,Automata,Combi,Belgia,Da,Da
132,BMW X3 xDrive20d Aut. M Sport,57999,BMW,X3,2022,24 845 km,Diesel,190 CP,1 995 cm3,,,Automata,SUV,,,
133,Mercedes-Benz Altul,10750,Mercedes-Benz,Altul,2000,312 000 km,Diesel,170 CP,6 374 cm3,,,Manuala,Monovolum,,,
134,Mini Cooper One D,10700,Mini,Cooper,2016,48 000 km,Diesel,95 CP,1 496 cm3,Fata,Euro 6,Manuala,Compacta,Belgia,,
135,Porsche Cayenne 3.0TD TipTronic,19950,Porsche,Cayenne,2011,219 153 km,Diesel,245 CP,2 967 cm3,4x4 (automat),Euro 5,Automata,SUV,Belgia,,
136,Opel Insignia Grand Sport 1.6 CDTI ecoTEC Start/Stop,13950,Opel,Insignia,2018,64 297 km,Diesel,110 CP,1 598 cm3,Fata,,Manuala,Sedan,Romania,Da,
137,Volkswagen ARTEON 2.0 TDI SCR DSG Elegance,24950,Volkswagen,ARTEON,2020,150 000 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Automata,Sedan,Romania,Da,
138,Porsche Cayenne 4.8 L Turbo S,55000,Porsche,Cayenne,2015,113 500 km,Benzina,570 CP,4 806 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
139,Mitsubishi ASX,6990,Mitsubishi,ASX,2010,208 000 km,Diesel,150 CP,1 798 cm3,,,Manuala,SUV,Franta,Da,Da
140,Tesla Model 3 Langstreckenbatterie Allradantrieb Dual Motor,34989,Tesla,Model 3,2019,55 000 km,Electric,476 CP,,4x4 (automat),,Automata,Sedan,Germania,,Da
141,BMW Seria 5 520d,13990,BMW,Seria 5,2011,249 000 km,Diesel,184 CP,1 995 cm3,Spate,,Automata,Sedan,,,Da
142,BMW X1 xDrive20d,9990,BMW,X1,2011,213 000 km,Diesel,177 CP,1 995 cm3,Spate,Euro 5,Manuala,SUV,Germania,,Da
143,BMW X3 xDrive25d AT Luxury Line,34990,BMW,X3,2018,118 223 km,Diesel,231 CP,1 995 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
144,Peugeot 3008 Plug-In Hybrid 225 e-EAT8 Allure Pack,29990,Peugeot,3008,2021,30 154 km,Hibrid,181 CP,1 598 cm3,Fata,Euro 6,Automata,SUV,,Da,Da
145,Dacia Duster dCi 110 FAP 4x4 Prestige,15990,Dacia,Duster,2018,109 700 km,Diesel,109 CP,1 461 cm3,4x4 (manual),Euro 6,Manuala,SUV,Germania,Da,
146,Skoda Superb 1.4 TSI Ambition,8350,Skoda,Superb,2012,160 941 km,Benzina,125 CP,1 390 cm3,Fata,Euro 5,Manuala,Sedan,Germania,,Da
147,BMW Seria 3 318d DPF Touring Edition Sport,6990,BMW,Seria 3,2010,270 000 km,Diesel,143 CP,1 995 cm3,Spate,Euro 5,Manuala,Combi,Germania,,Da
148,Volkswagen Golf 1.6 TDI Trendline,12950,Volkswagen,Golf,2019,82 991 km,Diesel,115 CP,1 598 cm3,Fata,,Manuala,Compacta,Romania,Da,
149,Mercedes-Benz C 220 (BlueTEC) d 7G-TRONIC Avantgarde,23000,Mercedes-Benz,C,2015,100 000 km,Diesel,170 CP,2 143 cm3,Spate,Euro 6,Automata,Sedan,Germania,Da,Da
150,Volkswagen Touran CrossTouran2.0 TDI DPF,4990,Volkswagen,Touran,2008,189 000 km,Diesel,170 CP,1 968 cm3,Fata,Euro 4,Manuala,Monovolum,Germania,,
151,Dacia Duster 1.2 TCe 4x2 Laureate,10500,Dacia,Duster,2019,132 000 km,Benzina,125 CP,1 197 cm3,Fata,Euro 6b,Manuala,SUV,Germania,Da,Da
