,title,price,make,model,year,mileage,fuel_type,engine_power,engine_capacity,transmission,pollution_standard,gearbox,body_type,country_origin,original_owner,no_accident
23,Skoda Fabia 1.0 TSI DSG Ambition,21787,Skoda,Fabia,2023,6 km,Benzina,110 CP,999 cm3,Fata,Euro 6,Automata,Masina mica,,,Da
24,Audi A5 Sportback 3.0 TDI S-tronic,14900,Audi,A5,2011,155 500 km,Diesel,240 CP,2 967 cm3,4x4 (automat),Euro 5,Automata,Sedan,Romania,,
25,Ford Edge 2.0 TDCi Powershift Sport,18700,Ford,Edge,2016,249 950 km,Diesel,210 CP,1 997 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,,Da
26,Skoda Superb,5990,Skoda,Superb,2012,318 000 km,Diesel,105 CP,1 598 cm3,Fata,Euro 6,Manuala,Sedan,,,
27,Toyota Corolla,24949,Toyota,Corolla,2022,28 213 km,Hibrid,98 CP,1 798 cm3,Fata,Euro 6,Automata,Sedan,,,
28,Volkswagen Passat Variant 2.0 TDI Comfortline,3990,Volkswagen,Passat,2008,249 000 km,Diesel,140 CP,1 968 cm3,Fata,Euro 4,Manuala,Combi,Germania,Da,Da
29,Volkswagen Golf 1.6 TDI DPF DSG Highline,13990,Volkswagen,Golf,2015,175 000 km,Diesel,105 CP,1 598 cm3,Fata,Euro 5,Automata,Compacta,,Da,Da
30,Volvo XC 90,72233,Volvo,XC 90,2023,5 km,Benzina,250 CP,1 969 cm3,4x4 (automat),Euro 6d,Automata,SUV,,,
31,BMW X6 xDrive40d,107100,BMW,X6,2022,2 402 km,Diesel,340 CP,2 993 cm3,4x4 (automat),,Automata,SUV,,Da,Da
32,Kia Sportage,9499,Kia,Sportage,2014,243 000 km,Diesel,115 CP,1 685 cm3,,Euro 5,Manuala,SUV,,Da,
33,Ford Focus 1.0 EcoBoost Trend Edition,8500,Ford,Focus,2018,142 000 km,Benzina,125 CP,999 cm3,Fata,Euro 6,Manuala,Compacta,Romania,Da,Da
34,Mercedes-Benz GLS 400 d 4Matic 9G-TRONIC Exclusive,131971,Mercedes-Benz,GLS,2022,10 500 km,Diesel,330 CP,2 925 cm3,4x4 (automat),,Automata,SUV,Germania,,Da
35,Mercedes-Benz E 200 d 9G-TRONIC,19999,Mercedes-Benz,E,2018,190 000 km,Diesel,150 CP,1 950 cm3,,Euro 6,Automata,Sedan,Belgia,,Da
36,Mercedes-Benz GLC 220 d 4MATIC,48990,Mercedes-Benz,GLC,2022,34 334 km,Diesel,194 CP,1 950 cm3,4x4 (automat),Euro 6d,Automata,SUV,,,
37,Volvo XC 60,61964,Volvo,XC 60,2023,3 000 km,Diesel,235 CP,1 969 cm3,4x4 (automat),Euro 6d,Automata,SUV,,Da,Da
38,BMW X1 xDrive25d Aut.,13999,BMW,X1,2013,195 000 km,Diesel,218 CP,1 995 cm3,4x4 (automat),Euro 5,Automata,SUV,,,
39,Nissan Qashqai,12999,Nissan,Qashqai,2014,216 000 km,Diesel,130 CP,1 598 cm3,Fata,Euro 5,Manuala,SUV,Germania,Da,Da
40,BMW X6 xDrive40i,69500,BMW,X6,2021,28 976 km,Benzina,340 CP,2 998 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
41,BMW X5 xDrive45e,68000,BMW,X5,2020,68 000 km,Hibrid,286 CP,2 998 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
42,Mazda CX-5 CD150 4x4 Attraction,13900,Mazda,CX-5,2016,183 500 km,Diesel,150 CP,2 191 cm3,,,Manuala,SUV,,,
43,Renault Megane,10990,Renault,Megane,2017,181 000 km,Diesel,110 CP,1 461 cm3,Fata,Euro 6,Automata,Combi,,Da,Da
44,BMW X2 sDrive20d Aut. M Sport X,27900,BMW,X2,2018,121 100 km,Diesel,190 CP,1 995 cm3,4x4 (automat),,Automata,SUV,Germania,Da,
45,BMW X6 xDrive40i,69500,BMW,X6,2021,28 976 km,Benzina,340 CP,2 998 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
46,BMW X5 xDrive45e,68000,BMW,X5,2020,68 000 km,Hibrid,286 CP,2 998 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
47,Mazda MX-30 e-Skyactiv Luxury Modern,19250,Mazda,MX-30,2020,34 000 km,Electric,143 CP,,Fata,Euro 6,Automata,SUV,,Da,
48,Mazda CX-5 CD150 4x4 Attraction,13900,Mazda,CX-5,2016,183 500 km,Diesel,150 CP,2 191 cm3,,,Manuala,SUV,,,
49,BMW X2 sDrive20d Aut. M Sport X,27900,BMW,X2,2018,121 100 km,Diesel,190 CP,1 995 cm3,4x4 (automat),,Automata,SUV,Germania,Da,
50,Audi A4 1.8 TFSI,8499,Audi,A4,2009,196 000 km,Benzina,160 CP,1 798 cm3,Fata,Euro 4,Manuala,Sedan,,Da,Da
51,Volkswagen Passat Variant 2.0 TDI Comfortline,4999,Volkswagen,Passat,2007,214 900 km,Diesel,140 CP,1 968 cm3,Fata,,Manuala,Combi,,,
52,Kia Sportage 1.7 CRDI 2WD Vision,13499,Kia,Sportage,2017,199 000 km,Diesel,115 CP,1 685 cm3,Fata,Euro 6,Manuala,SUV,Spania,,
53,Volkswagen Passat Alltrack 2.0 TDI DSG 4Motion,17000,Volkswagen,Passat Alltrack,2017,241 000 km,Diesel,190 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,Combi,,,
54,Audi A6,28790,Audi,A6,2020,232 640 km,Diesel,163 CP,1 968 cm3,,,Automata,Masina de oras,,,Da
55,Dacia Sandero Stepway 0.9 TCe Prestige,7700,Dacia,Sandero Stepway,2017,169 000 km,Benzina,90 CP,898 cm3,Fata,,Manuala,Compacta,,Da,Da
56,Mercedes-Benz S 400 d L 4Matic 9G-TRONIC,109999,Mercedes-Benz,S,2021,85 000 km,Diesel,340 CP,2 925 cm3,4x4 (automat),Euro 6b,Automata,Sedan,Germania,,Da
57,Dacia Logan 1.5 DCI Laureate,9349,Dacia,Logan,2018,64 393 km,Diesel,75 CP,1 461 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,
58,Ford Focus 1.5 EcoBlue Active,6990,Ford,Focus,2016,222 000 km,Diesel,120 CP,1 499 cm3,Fata,,Manuala,Combi,,,
59,Mercedes-Benz E 250 CDI 4MATIC BlueEfficiency Aut.,16500,Mercedes-Benz,E,2012,148 000 km,Diesel,204 CP,2 143 cm3,4x4 (automat),Euro 5,Automata,Compacta,Romania,,Da
60,SsangYong Torres,36790,SsangYong,Torres,2023,1 km,Benzina,163 CP,1 497 cm3,Fata,Euro 6d,Automata,SUV,Coreea de Sud,Da,Da
61,Skoda Superb 2.0 TDI Premium Edition,15499,Skoda,Superb,2019,199 999 km,Diesel,190 CP,1 968 cm3,Fata,Euro 6,Manuala,Combi,Franta,Da,Da
62,Volvo XC 90 B5 D AWD Geartronic Momentum Pro,39999,Volvo,XC 90,2019,148 500 km,Diesel,235 CP,1 969 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
63,Renault Laguna 2.0 dCi FAP Aut. Dynamique,5690,Renault,Laguna,2011,162 000 km,Diesel,150 CP,1 995 cm3,Fata,,Automata,Sedan,Germania,,Da
64,Cupra Formentor,43800,Cupra,Formentor,2022,2 301 km,Benzina,310 CP,1 984 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
65,Mercedes-Benz CLA 200 7G-DCT,41888,Mercedes-Benz,CLA,2020,10 700 km,Benzina,163 CP,1 332 cm3,Fata,Euro 6,Automata,Coupe,Germania,,Da
66,Peugeot 308 1.5 BlueHDi FAP STT Active Pack,14190,Peugeot,308,2020,25 400 km,Diesel,130 CP,1 499 cm3,Fata,Euro 6,Manuala,Compacta,Romania,Da,Da
67,Audi A4,8999,Audi,A4,2010,263 000 km,Diesel,120 CP,1 968 cm3,Fata,Euro 5,Manuala,Sedan,Germania,Da,Da
68,Volkswagen Transporter T5 7JD101/WF2/ZP1/0WQ,8000,Volkswagen,Transporter,2005,315 000 km,Diesel,130 CP,2 460 cm3,,,Manuala,Monovolum,,,
69,Opel Astra Sport Tourer Turbo 1.6 ECOTEC Start/Stop Dynamic,11500,Opel,Astra,2017,77 000 km,Benzina,200 CP,1 598 cm3,Fata,Euro 6,Manuala,Combi,Romania,Da,
70,Bentley Bentayga,159876,Bentley,Bentayga,2019,75 700 km,Benzina,550 CP,3 996 cm3,,,Automata,SUV,Germania,,Da
71,Audi A4 40 TDI S tronic S Line,22940,Audi,A4,2019,196 500 km,Diesel,190 CP,1 968 cm3,Fata,Euro 6,Automata,Sedan,,,Da
72,Mercedes-Benz CLA 200 MHEV SB Aut.,41900,Mercedes-Benz,CLA,2022,10 226 km,Benzina,163 CP,1 332 cm3,Fata,,Automata,Coupe,,,
73,Mercedes-Benz A 180 CDI,6390,Mercedes-Benz,A,2012,48 953 km,Diesel,109 CP,1 991 cm3,Fata,Euro 5,Manuala,Compacta,Romania,Da,Da
74,BMW Seria 3 320d xDrive GT Aut. Sport Line,16999,BMW,Seria 3,2015,156 000 km,Diesel,184 CP,1 995 cm3,4x4 (automat),Euro 6,Automata,Sedan,,,
75,BMW Seria 1,8999,BMW,Seria 1,2012,259 000 km,Diesel,143 CP,1 995 cm3,,,Automata,Sedan,,,
76,Mercedes-Benz C 300 d 9G-TRONIC 4Matic AMG Line,58613,Mercedes-Benz,C,2023,7 600 km,Diesel,265 CP,1 993 cm3,4x4 (automat),,Automata,Sedan,Germania,,
77,Mercedes-Benz GLB 250 4MATIC Aut.,39989,Mercedes-Benz,GLB,2019,85 572 km,Benzina,224 CP,1 991 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,
78,BMW X1 xDrive25d Aut. Sport Line,13500,BMW,X1,2013,248 000 km,Diesel,218 CP,1 995 cm3,4x4 (manual),,Automata,SUV,,,Da
79,Volvo XC 60 D4 VEA Start-Stop Ocean Race,14490,Volvo,XC 60,2014,304 427 km,Diesel,181 CP,1 969 cm3,Fata,Euro 5,Automata,SUV,,,
80,Skoda Superb 1.6 TDI GreenLine,7250,Skoda,Superb,2012,270 000 km,Diesel,105 CP,1 598 cm3,Fata,Euro 5,Manuala,Sedan,,,
81,BMW X5 M M50d,69900,BMW,X5 M,2019,88 500 km,Diesel,400 CP,2 993 cm3,,,Automata,SUV,,,
82,BMW Seria 5 535d xDrive AT,27000,BMW,Seria 5,2014,80 890 km,Diesel,313 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,,Da
83,Kia Soul e-Soul 100 kW Motion,24998,Kia,Soul,2021,23 200 km,Electric,136 CP,,Fata,,Automata,Masina de oras,Romania,Da,Da
84,Renault Koleos 2.0 dCI 4X4 Dinamique Aut,6500,Renault,Koleos,2010,210 000 km,Diesel,150 CP,1 995 cm3,4x4 (automat),Euro 4,Automata,SUV,,,Da
85,Mercedes-Benz GLA 220 d 4Matic 7G-DCT AMG Line,27500,Mercedes-Benz,GLA,2017,50 800 km,Diesel,177 CP,2 143 cm3,4x4 (automat),,Automata,SUV,Germania,,
86,Skoda Octavia Combi 2.0 TDI (Green tec) DSG RS,13790,Skoda,Octavia,2015,235 000 km,Diesel,184 CP,1 968 cm3,Fata,Euro 5,Automata,Combi,Germania,,Da
87,BMW X6 xDrive40d AT MHEV,94999,BMW,X6,2023,1 500 km,Diesel,340 CP,2 993 cm3,4x4 (automat),,Automata,SUV,,,
88,Audi A4 2.0 TDI quattro,11499,Audi,A4,2015,265 000 km,Diesel,150 CP,1 968 cm3,,,Manuala,Combi,,,
89,Mitsubishi Outlander 2.2 DI-D 4WD Instyle A60,8000,Mitsubishi,Outlander,2011,167 200 km,Diesel,176 CP,2 268 cm3,4x4 (automat),Euro 5,Manuala,SUV,Romania,,Da
90,Mitsubishi Outlander 2.0L AS&G CVT Instyle+,23900,Mitsubishi,Outlander,2019,92 094 km,Benzina,150 CP,1 998 cm3,4x4 (automat),Euro 6,Automata,SUV,,,
91,Porsche Cayenne,39899,Porsche,Cayenne,2014,97 748 km,Diesel,245 CP,2 967 cm3,4x4 (automat),,Automata,SUV,Romania,Da,
92,Skoda Scala 1.0 TSI Ambition,11689,Skoda,Scala,2020,153 708 km,Benzina,115 CP,999 cm3,,Euro 6,Manuala,Compacta,Romania,Da,Da
93,BMW Seria 2,11990,BMW,Seria 2,2016,250 557 km,Diesel,150 CP,1 995 cm3,Fata,Euro 6,Automata,Monovolum,,,
94,Nissan Qashqai 1.3 l Mild-Hybrid X-Tronic N-Connecta,30107,Nissan,Qashqai,2023,5 000 km,Benzina,156 CP,1 332 cm3,Fata,Euro 6d,Automata,SUV,Romania,Da,
95,Ford Transit,41531,Ford,Transit,2023,1 km,Diesel,130 CP,1 996 cm3,,Euro 6,Manuala,Monovolum,,Da,Da
96,SsangYong Torres Tivoli 1.5 GDI Turbo Premium,40000,SsangYong,Torres,2023,,Benzina,163 CP,1 497 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
97,Hyundai I30 1.5 110CP 5DR M/T Highway,16590,Hyundai,I30,2023,1 km,Benzina,110 CP,1 498 cm3,Fata,Euro 6,Manuala,Compacta,,,
98,Mercedes-Benz GLB,47808,Mercedes-Benz,GLB,2022,18 200 km,Benzina,163 CP,1 332 cm3,4x4 (automat),,Automata,SUV,,,
99,Mazda CX-3 G150 4x4 AT Revolution Top,19990,Mazda,CX-3,2018,96 000 km,Benzina,150 CP,1 998 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,
100,Audi Q7,31500,Audi,Q7,2016,238 023 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Franta,,Da
101,Skoda Octavia 2.0 TDI ELEGANCE,12700,Skoda,Octavia,2017,203 000 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Manuala,Combi,Romania,,
102,Volkswagen Golf 2.0 GTI DSG,9500,Volkswagen,Golf,2010,123 000 km,Benzina,210 CP,1 984 cm3,Spate,Euro 5,Automata,Masina mica,Statele Unite ale Americii,Da,
103,Skoda Fabia 1.6 TDI Ambiente,3990,Skoda,Fabia,2011,291 000 km,Diesel,75 CP,1 598 cm3,Fata,Euro 5,Manuala,Combi,,,
104,BMW X3,12990,BMW,X3,2012,275 035 km,Diesel,184 CP,1 995 cm3,4x4 (automat),Euro 5,Automata,SUV,,,
105,Mercedes-Benz GLE 400 d 4Matic 9G-TRONIC AMG Line,74925,Mercedes-Benz,GLE,2019,39 250 km,Diesel,330 CP,2 925 cm3,4x4 (automat),,Automata,SUV,,,
106,Hyundai Coupe,4400,Hyundai,Coupe,2009,138 000 km,Benzina,143 CP,1 975 cm3,Fata,,Manuala,Coupe,,,
107,Audi A4 Avant 2.0 TDI ultra S tronic sport,17800,Audi,A4,2016,166 446 km,Diesel,190 CP,1 968 cm3,Fata,,Automata,Combi,,,
108,Audi A4,14790,Audi,A4,2014,172 440 km,Diesel,245 CP,2 967 cm3,4x4 (automat),,Automata,Sedan,Romania,,Da
109,BMW X3 xDrive30e Aut. M Sport,45900,BMW,X3,2021,10 098 km,Hibrid,184 CP,1 998 cm3,4x4 (automat),,Automata,SUV,,,
110,Volkswagen Touareg 3.0 V6 TDI Blue Motion DPF Automatik,15700,Volkswagen,Touareg,2015,250 000 km,Diesel,204 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,,
111,Dacia Logan Pick-Up 1.6 MPI,4990,Dacia,Logan,2012,184 000 km,Benzina,85 CP,1 598 cm3,,,Manuala,Sedan,,,
112,Renault Trafic,5199,Renault,Trafic,2006,244 000 km,Diesel,100 CP,1 870 cm3,Fata,Euro 4,Manuala,Monovolum,Olanda,,
113,Peugeot 208 1.6 BlueHDi FAP Access,9490,Peugeot,208,2018,128 970 km,Diesel,75 CP,1 560 cm3,Fata,Euro 6,Manuala,Masina de oras,,Da,Da
114,Nissan Qashqai,8990,Nissan,Qashqai,2012,195 312 km,Diesel,150 CP,1 995 cm3,4x4 (automat),Euro 5,Automata,SUV,,,
115,Opel Astra 1.6 CDTI DPF ecoFLEX Sports TourerStart/Stop Edition,10999,Opel,Astra,2018,145 000 km,Diesel,110 CP,1 598 cm3,Fata,Euro 6,Manuala,Combi,Germania,Da,Da
116,Volvo S90 D5 AWD Inscription,26000,Volvo,S90,2017,115 000 km,Diesel,235 CP,1 969 cm3,4x4 (automat),,Automata,Masina de oras,,,
117,Smart Forfour 1.3 pulse,1490,Smart,Forfour,2004,219 000 km,Benzina,95 CP,1 332 cm3,Fata,Euro 4,Manuala,Masina de oras,,,
118,BMW Seria 1,25900,BMW,Seria 1,2019,47 000 km,Benzina,136 CP,1 499 cm3,Fata,Euro 6,Automata,Compacta,,,Da
119,Audi A4 2.0 TDI Quattro Avant,9400,Audi,A4,2010,264 563 km,Diesel,170 CP,1 968 cm3,4x4 (automat),Euro 5,Manuala,Combi,Germania,Da,
120,Mercedes-Benz C 220 d 4Matic 9G-TRONIC AMG Line,25400,Mercedes-Benz,C,2016,78 000 km,Diesel,170 CP,2 143 cm3,,,Automata,Sedan,,,
121,Renault Megane TCe 140 EDC GPF Zen,18490,Renault,Megane,2021,43 317 km,Benzina,140 CP,1 332 cm3,Fata,Euro 6,Automata,Sedan,Romania,Da,Da
122,BMW X5 xDrive30d,23500,BMW,X5,2015,250 000 km,Diesel,258 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,,,
123,Opel Zafira 1.9 CDTI Edition,3300,Opel,Zafira,2007,304 000 km,Diesel,150 CP,1 910 cm3,,,Manuala,Monovolum,,,
124,Mercedes-Benz EQA 250,37500,Mercedes-Benz,EQA,2021,78 567 km,Electric,190 CP,,Fata,,Automata,SUV,,,
125,Hyundai I30 1.6 CRDI Classic,4999,Hyundai,I30,2008,237 000 km,Diesel,90 CP,1 582 cm3,Fata,Euro 4,Manuala,Combi,Germania,Da,Da
126,Mercedes-Benz E 220 d Coupe Aut.,60028,Mercedes-Benz,E,2020,23 000 km,Diesel,194 CP,1 950 cm3,,Euro 6d,Automata,Coupe,,,Da
127,BMW Seria 3 318d,7550,BMW,Seria 3,2011,221 324 km,Diesel,143 CP,1 995 cm3,Spate,Euro 5,Manuala,Sedan,Germania,,Da
128,Renault Megane,13950,Renault,Megane,2020,80 000 km,Benzina,140 CP,1 332 cm3,,Euro 6,Manuala,Sedan,Romania,Da,Da
129,Mercedes-Benz GLC 300 de 4MATIC,55681,Mercedes-Benz,GLC,2020,38 000 km,Hibrid,194 CP,1 950 cm3,4x4 (automat),Euro 6,Automata,SUV,,,Da
130,Opel Grandland X 1.2 Start/Stop Business Edition,22993,Opel,Grandland X,2022,5 km,Benzina,130 CP,1 199 cm3,Fata,,Manuala,SUV,,,Da
131,BMW Seria 1 118i,8490,BMW,Seria 1,2011,238 000 km,Benzina,170 CP,1 598 cm3,Spate,Euro 5,Manuala,Compacta,Germania,,Da
132,Ford Ranger Pick-Up 2.0 EcoBlue 213 CP 4x4 Cabina Dubla Wildtrack Aut.,38989,Ford,Ranger,2021,18 730 km,Diesel,213 CP,1 996 cm3,4x4 (manual),Euro 6,Automata,Monovolum,Romania,Da,Da
133,BMW X3 xDrive20d AT MHEV,57715,BMW,X3,2023,12 500 km,Diesel,190 CP,1 995 cm3,4x4 (automat),,Automata,SUV,,,
134,Volkswagen Polo 1.0 TSI DSG Comfortline,17850,Volkswagen,Polo,2018,46 696 km,Benzina,95 CP,999 cm3,Fata,,Automata,Compacta,,,Da
135,Ford EcoSport,15899,Ford,EcoSport,2018,41 159 km,Benzina,125 CP,998 cm3,,Euro 6,Automata,SUV,,Da,Da
136,BMW Seria 5 518d AT,23900,BMW,Seria 5,2019,101 607 km,Diesel,150 CP,1 995 cm3,Spate,,Automata,Combi,,,
137,Skoda Scala 1.0 TSI Ambition,11900,Skoda,Scala,2020,138 000 km,Benzina,115 CP,999 cm3,Fata,Euro 6,Manuala,Compacta,Romania,Da,Da
138,Audi A4,7990,Audi,A4,2011,125 000 km,Benzina,160 CP,1 798 cm3,Fata,Euro 5,Manuala,Sedan,Germania,,Da
139,Mercedes-Benz A 180 d,14900,Mercedes-Benz,A,2017,60 000 km,Diesel,109 CP,1 461 cm3,,,Manuala,Compacta,,,
140,Nissan Qashqai 1.5 dCi TEKNA,8499,Nissan,Qashqai,2011,241 000 km,Diesel,110 CP,1 461 cm3,Fata,Euro 5,Manuala,SUV,,,
141,Opel Corsa 1.4 ECOTEC Excite,9350,Opel,Corsa,2017,50 000 km,Benzina,90 CP,1 398 cm3,Fata,Euro 6,Manuala,Masina de oras,Romania,Da,Da
142,BMW Seria 6,19900,BMW,Seria 6,1984,250 000 km,Benzina,194 CP,3 300 cm3,Spate,,Manuala,Coupe,,,
143,Mercedes-Benz GLE Coupe 350 d 4MATIC,49900,Mercedes-Benz,GLE Coupe,2019,55 000 km,Diesel,258 CP,2 987 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
144,Alfa Romeo Stelvio 2.2 JTDM AWD,25489,Alfa Romeo,Stelvio,2019,140 000 km,Diesel,210 CP,2 143 cm3,4x4 (automat),Euro 6,Automata,SUV,Belgia,Da,Da
145,BMW Seria 3 318d DPF Touring Aut.,6350,BMW,Seria 3,2011,284 000 km,Diesel,143 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,,
146,Toyota RAV4 2.5 Hybrid VVT-iE 4x2 Exclusive,30150,Toyota,RAV4,2019,63 000 km,Hibrid,178 CP,2 487 cm3,Fata,Euro 6,Automata,SUV,Romania,,Da
147,BMW Seria 5 530e iPerformance Aut.,32989,BMW,Seria 5,2018,100 000 km,Hibrid,184 CP,1 998 cm3,Spate,Euro 6,Automata,Sedan,Belgia,Da,Da
148,Ford Kuga 2.0 TDCi 4WD Powershift ST-Line,22310,Ford,Kuga,2019,83 500 km,Diesel,180 CP,1 997 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
149,Dacia Duster 1.5 dCi 4WD Comfort,12489,Dacia,Duster,2019,120 000 km,Diesel,109 CP,1 461 cm3,4x4 (automat),Euro 6d,Manuala,SUV,Romania,Da,Da
150,Skoda Octavia,15900,Skoda,Octavia,2018,63 464 km,Diesel,116 CP,1 598 cm3,Fata,,Manuala,Sedan,,,
151,Opel Antara 2.2 CDTI Design Edition,7550,Opel,Antara,2013,198 000 km,Diesel,163 CP,2 231 cm3,,,Manuala,SUV,,,
152,Mercedes-Benz GLE 400 d 4MATIC,87465,Mercedes-Benz,GLE,2019,33 000 km,Diesel,330 CP,2 925 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
153,Ford Ranger Pick-Up 2.0 EcoBlue 213 CP 4x4 Cabina Dubla Wildtrack Aut.,39984,Ford,Ranger,2022,10 000 km,Diesel,213 CP,1 996 cm3,4x4 (manual),Euro 6,Automata,SUV,Romania,Da,Da
154,Mazda 6 CD129 TE Plus,4390,Mazda,6,2011,238 000 km,Diesel,129 CP,2 184 cm3,Fata,Euro 5,Manuala,Combi,Austria,Da,
155,Renault Megane,12250,Renault,Megane,2020,139 000 km,Diesel,116 CP,1 461 cm3,,Euro 6,Automata,Sedan,Romania,Da,Da
156,Mercedes-Benz E 200 4Matic 9G-TRONIC AMG Line,63900,Mercedes-Benz,E,2022,9 000 km,Benzina,197 CP,1 991 cm3,4x4 (manual),Euro 6b,Automata,Sedan,,,
157,Mercedes-Benz GLE 450 4Matic 9G-TRONIC,95999,Mercedes-Benz,GLE,2022,12 000 km,Benzina,367 CP,2 999 cm3,4x4 (manual),Euro 6d,Automata,SUV,Germania,,Da
