,title,price,make,model,year,mileage,fuel_type,engine_power,engine_capacity,transmission,pollution_standard,gearbox,body_type,country_origin,original_owner,no_accident
15,Mini Cooper Standard,2399,Mini,Cooper,2003,185 000 km,Benzina,115 CP,1 598 cm3,Fata,,Manuala,Masina de oras,,,
16,Mercedes-Benz C,12000,Mercedes-Benz,C,2011,271 525 km,Diesel,170 CP,2 190 cm3,,,Automata,Combi,,,
17,Mercedes-Benz C 220 d MHEV,49900,Mercedes-Benz,C,2022,32 235 km,Hibrid,200 CP,1 993 cm3,4x4 (automat),Euro 6d,Automata,Sedan,,,
18,Hyundai Elantra 1.6 MPi,8850,Hyundai,Elantra,2013,127 000 km,Benzina,132 CP,1 591 cm3,Fata,Euro 5,Manuala,Sedan,Romania,,Da
19,Mercedes-Benz EQC,75000,Mercedes-Benz,EQC,2022,1 440 km,Electric,408 CP,,4x4 (automat),,Automata,SUV,,,Da
20,Audi Q3 2.0 TDI Quattro Stronic Sport,15990,Audi,Q3,2014,198 500 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 5b,Automata,SUV,Belgia,Da,Da
21,Mercedes-Benz A,2690,Mercedes-Benz,A,2002,199 000 km,Benzina,102 CP,1 598 cm3,Fata,Euro 4,Automata,Masina de oras,Romania,Da,Da
22,Skoda Octavia,15900,Skoda,Octavia,2018,120 000 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6,Automata,Sedan,Romania,Da,
23,Ford Raptor,43300,Ford,Raptor,2019,34 349 km,Diesel,213 CP,1 996 cm3,4x4 (manual),Euro 6,Automata,SUV,Romania,Da,Da
24,Nissan Qashqai 1.5 dCi ACENTA,11499,Nissan,Qashqai,2015,222 000 km,Diesel,110 CP,1 461 cm3,Fata,Euro 6,Manuala,SUV,Suedia,Da,Da
25,Mercedes-Benz E,47999,Mercedes-Benz,E,2017,165 000 km,Diesel,194 CP,1 950 cm3,4x4 (automat),Euro 6b,Automata,Sedan,,,Da
26,Mercedes-Benz GLK,10950,Mercedes-Benz,GLK,2009,256 820 km,Diesel,204 CP,2 143 cm3,4x4 (automat),Euro 5,Automata,SUV,Franta,,
27,BMW X6,93415,BMW,X6,2022,21 100 km,Diesel,340 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
28,BMW X3,14750,BMW,X3,2014,196 243 km,Diesel,184 CP,1 995 cm3,4x4 (automat),,Automata,SUV,,,Da
29,Volkswagen Tiguan 2.0 TDI 4Mot DSG Highline,29500,Volkswagen,Tiguan,2019,81 000 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,
30,BMW X5 xDrive30d,72000,BMW,X5,2019,26 000 km,Diesel,265 CP,2 993 cm3,4x4 (automat),,Automata,SUV,Germania,Da,Da
31,Mini Cooper Standard,2399,Mini,Cooper,2003,185 000 km,Benzina,115 CP,1 598 cm3,Fata,,Manuala,Masina de oras,,,
32,Mini Countryman Cooper D ALL4,8989,Mini,Countryman,2012,190 000 km,Diesel,112 CP,1 598 cm3,4x4 (automat),Euro 6d-Temp,Manuala,SUV,Romania,Da,Da
33,Mercedes-Benz GLC 300 de 4MATIC,58000,Mercedes-Benz,GLC,2021,33 642 km,Hibrid,194 CP,1 950 cm3,4x4 (automat),,Automata,SUV,,,
34,Skoda Octavia,15900,Skoda,Octavia,2018,120 000 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6,Automata,Sedan,Romania,Da,
35,Nissan Qashqai 1.5 dCi ACENTA,11499,Nissan,Qashqai,2015,222 000 km,Diesel,110 CP,1 461 cm3,Fata,Euro 6,Manuala,SUV,Suedia,Da,Da
36,Mercedes-Benz E,47999,Mercedes-Benz,E,2017,165 000 km,Diesel,194 CP,1 950 cm3,4x4 (automat),Euro 6b,Automata,Sedan,,,Da
37,Mercedes-Benz GLC,35899,Mercedes-Benz,GLC,2019,80 000 km,Diesel,164 CP,1 950 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
38,BMW X6,93415,BMW,X6,2022,21 100 km,Diesel,340 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
39,Mercedes-Benz GLB 200 d 4MATIC Aut.,54856,Mercedes-Benz,GLB,2022,10 km,Diesel,150 CP,1 950 cm3,4x4 (automat),Euro 6,Automata,SUV,,,Da
40,Audi A3,14450,Audi,A3,2018,172 000 km,Diesel,116 CP,1 598 cm3,Fata,Euro 6c,Automata,Sedan,Belgia,,
41,BMW Seria 7 740d xDrive Aut.,18990,BMW,Seria 7,2012,260 525 km,Diesel,306 CP,2 993 cm3,4x4 (automat),Euro 5,Automata,Sedan,Germania,,Da
42,Mercedes-Benz A,35022,Mercedes-Benz,A,2021,33 000 km,Diesel,116 CP,1 950 cm3,Fata,,Automata,Compacta,,,
43,Nissan X-Trail 1.6 DIG-T Tekna,15500,Nissan,X-Trail,2017,142 000 km,Benzina,163 CP,1 618 cm3,Fata,,Manuala,SUV,,,
44,Jaguar F-Pace 20d AWD Prestige,37900,Jaguar,F-Pace,2019,142 500 km,Diesel,180 CP,1 999 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,
45,Volkswagen Transporter,15850,Volkswagen,Transporter,2016,170 004 km,Diesel,180 CP,1 968 cm3,4x4 (automat),Non-euro,Automata,Monovolum,Danemarca,,Da
46,BMW X5 xDrive30d,72000,BMW,X5,2019,26 000 km,Diesel,265 CP,2 993 cm3,4x4 (automat),,Automata,SUV,Germania,Da,Da
47,Mini Cooper Standard,2399,Mini,Cooper,2003,185 000 km,Benzina,115 CP,1 598 cm3,Fata,,Manuala,Masina de oras,,,
48,Mini Countryman Cooper D ALL4,8989,Mini,Countryman,2012,190 000 km,Diesel,112 CP,1 598 cm3,4x4 (automat),Euro 6d-Temp,Manuala,SUV,Romania,Da,Da
49,Mercedes-Benz C 220 d MHEV,49900,Mercedes-Benz,C,2022,32 235 km,Hibrid,200 CP,1 993 cm3,4x4 (automat),Euro 6d,Automata,Sedan,,,
50,Mercedes-Benz EQC,75000,Mercedes-Benz,EQC,2022,1 440 km,Electric,408 CP,,4x4 (automat),,Automata,SUV,,,Da
51,Mercedes-Benz GLC 300 de 4MATIC,58000,Mercedes-Benz,GLC,2021,33 642 km,Hibrid,194 CP,1 950 cm3,4x4 (automat),,Automata,SUV,,,
52,Audi Q3 2.0 TDI Quattro Stronic Sport,15990,Audi,Q3,2014,198 500 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 5b,Automata,SUV,Belgia,Da,Da
53,Land Rover Discovery Sport 2.0 l TD4 HSE Aut.,19100,Land Rover,Discovery Sport,2015,175 000 km,Diesel,180 CP,1 999 cm3,,Euro 6,Automata,SUV,,Da,Da
54,Mercedes-Benz A,2690,Mercedes-Benz,A,2002,199 000 km,Benzina,102 CP,1 598 cm3,Fata,Euro 4,Automata,Masina de oras,Romania,Da,Da
55,Ford Raptor,43300,Ford,Raptor,2019,34 349 km,Diesel,213 CP,1 996 cm3,4x4 (manual),Euro 6,Automata,SUV,Romania,Da,Da
56,Nissan Qashqai 1.5 dCi ACENTA,11499,Nissan,Qashqai,2015,222 000 km,Diesel,110 CP,1 461 cm3,Fata,Euro 6,Manuala,SUV,Suedia,Da,Da
57,Mercedes-Benz GLC,35899,Mercedes-Benz,GLC,2019,80 000 km,Diesel,164 CP,1 950 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
58,BMW X6,93415,BMW,X6,2022,21 100 km,Diesel,340 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
59,Mercedes-Benz GLB 200 d 4MATIC Aut.,54856,Mercedes-Benz,GLB,2022,10 km,Diesel,150 CP,1 950 cm3,4x4 (automat),Euro 6,Automata,SUV,,,Da
60,Audi A3,14450,Audi,A3,2018,172 000 km,Diesel,116 CP,1 598 cm3,Fata,Euro 6c,Automata,Sedan,Belgia,,
61,BMW X3,14750,BMW,X3,2014,196 243 km,Diesel,184 CP,1 995 cm3,4x4 (automat),,Automata,SUV,,,Da
62,BMW Seria 7 740d xDrive Aut.,18990,BMW,Seria 7,2012,260 525 km,Diesel,306 CP,2 993 cm3,4x4 (automat),Euro 5,Automata,Sedan,Germania,,Da
63,Volkswagen Tiguan 2.0 TDI 4Mot DSG Highline,29500,Volkswagen,Tiguan,2019,81 000 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,
64,Nissan X-Trail 1.6 DIG-T Tekna,15500,Nissan,X-Trail,2017,142 000 km,Benzina,163 CP,1 618 cm3,Fata,,Manuala,SUV,,,
65,Jaguar F-Pace 20d AWD Prestige,37900,Jaguar,F-Pace,2019,142 500 km,Diesel,180 CP,1 999 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,
66,Volkswagen Transporter,15850,Volkswagen,Transporter,2016,170 004 km,Diesel,180 CP,1 968 cm3,4x4 (automat),Non-euro,Automata,Monovolum,Danemarca,,Da
67,Mini Countryman Cooper D ALL4,8989,Mini,Countryman,2012,190 000 km,Diesel,112 CP,1 598 cm3,4x4 (automat),Euro 6d-Temp,Manuala,SUV,Romania,Da,Da
68,Mercedes-Benz C 220 d MHEV,49900,Mercedes-Benz,C,2022,32 235 km,Hibrid,200 CP,1 993 cm3,4x4 (automat),Euro 6d,Automata,Sedan,,,
69,Mercedes-Benz EQC,75000,Mercedes-Benz,EQC,2022,1 440 km,Electric,408 CP,,4x4 (automat),,Automata,SUV,,,Da
70,Mercedes-Benz GLC 300 de 4MATIC,58000,Mercedes-Benz,GLC,2021,33 642 km,Hibrid,194 CP,1 950 cm3,4x4 (automat),,Automata,SUV,,,
71,Mercedes-Benz A,2690,Mercedes-Benz,A,2002,199 000 km,Benzina,102 CP,1 598 cm3,Fata,Euro 4,Automata,Masina de oras,Romania,Da,Da
72,Volkswagen ID.4 77 kWh GTX,42999,Volkswagen,ID.4,2022,21 000 km,Electric,299 CP,,4x4 (automat),,Automata,SUV,,,
73,Mercedes-Benz GLK,10950,Mercedes-Benz,GLK,2009,256 820 km,Diesel,204 CP,2 143 cm3,4x4 (automat),Euro 5,Automata,SUV,Franta,,
74,Mercedes-Benz GLC,35899,Mercedes-Benz,GLC,2019,80 000 km,Diesel,164 CP,1 950 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
75,BMW X6,93415,BMW,X6,2022,21 100 km,Diesel,340 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
76,Mercedes-Benz GLB 200 d 4MATIC Aut.,54856,Mercedes-Benz,GLB,2022,10 km,Diesel,150 CP,1 950 cm3,4x4 (automat),Euro 6,Automata,SUV,,,Da
77,Audi A3 2.0 TDI Ambiente,13200,Audi,A3,2016,207 000 km,Diesel,150 CP,1 968 cm3,,,Manuala,Compacta,,,
78,Audi A3,14450,Audi,A3,2018,172 000 km,Diesel,116 CP,1 598 cm3,Fata,Euro 6c,Automata,Sedan,Belgia,,
79,BMW X3,14750,BMW,X3,2014,196 243 km,Diesel,184 CP,1 995 cm3,4x4 (automat),,Automata,SUV,,,Da
80,Honda Civic Sedan 1.5 VTEC Turbo Elegance Navi,20500,Honda,Civic,2019,46 500 km,Benzina,182 CP,1 498 cm3,Fata,Euro 6,Manuala,Sedan,Romania,,Da
81,Mercedes-Benz GLA 220 d 4Matic 8G-DCT AMG Line,63749,Mercedes-Benz,GLA,2023,2 km,Diesel,190 CP,1 950 cm3,4x4 (manual),,Automata,SUV,,,Da
82,Mini Cooper Standard,2399,Mini,Cooper,2003,185 000 km,Benzina,115 CP,1 598 cm3,Fata,,Manuala,Masina de oras,,,
83,Mercedes-Benz C 220 d MHEV,49900,Mercedes-Benz,C,2022,32 235 km,Hibrid,200 CP,1 993 cm3,4x4 (automat),Euro 6d,Automata,Sedan,,,
84,Skoda Octavia,15900,Skoda,Octavia,2018,120 000 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6,Automata,Sedan,Romania,Da,
85,Mercedes-Benz E,47999,Mercedes-Benz,E,2017,165 000 km,Diesel,194 CP,1 950 cm3,4x4 (automat),Euro 6b,Automata,Sedan,,,Da
86,Mercedes-Benz GLB 200 d 4MATIC Aut.,54856,Mercedes-Benz,GLB,2022,10 km,Diesel,150 CP,1 950 cm3,4x4 (automat),Euro 6,Automata,SUV,,,Da
87,Audi A3 2.0 TDI Ambiente,13200,Audi,A3,2016,207 000 km,Diesel,150 CP,1 968 cm3,,,Manuala,Compacta,,,
88,BMW X3,14750,BMW,X3,2014,196 243 km,Diesel,184 CP,1 995 cm3,4x4 (automat),,Automata,SUV,,,Da
89,Honda Civic Sedan 1.5 VTEC Turbo Elegance Navi,20500,Honda,Civic,2019,46 500 km,Benzina,182 CP,1 498 cm3,Fata,Euro 6,Manuala,Sedan,Romania,,Da
90,Volkswagen Tiguan 2.0 TDI 4Mot DSG Highline,29500,Volkswagen,Tiguan,2019,81 000 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,
91,Nissan X-Trail 1.6 DIG-T Tekna,15500,Nissan,X-Trail,2017,142 000 km,Benzina,163 CP,1 618 cm3,Fata,,Manuala,SUV,,,
92,Mercedes-Benz GLA 220 d 4Matic 8G-DCT AMG Line,63749,Mercedes-Benz,GLA,2023,2 km,Diesel,190 CP,1 950 cm3,4x4 (manual),,Automata,SUV,,,Da
93,Volkswagen Transporter,15850,Volkswagen,Transporter,2016,170 004 km,Diesel,180 CP,1 968 cm3,4x4 (automat),Non-euro,Automata,Monovolum,Danemarca,,Da
94,BMW X5 xDrive30d,72000,BMW,X5,2019,26 000 km,Diesel,265 CP,2 993 cm3,4x4 (automat),,Automata,SUV,Germania,Da,Da
95,Mini Cooper Standard,2399,Mini,Cooper,2003,185 000 km,Benzina,115 CP,1 598 cm3,Fata,,Manuala,Masina de oras,,,
96,Mini Countryman Cooper D ALL4,8989,Mini,Countryman,2012,190 000 km,Diesel,112 CP,1 598 cm3,4x4 (automat),Euro 6d-Temp,Manuala,SUV,Romania,Da,Da
97,Mercedes-Benz C 220 d MHEV,49900,Mercedes-Benz,C,2022,32 235 km,Hibrid,200 CP,1 993 cm3,4x4 (automat),Euro 6d,Automata,Sedan,,,
98,Mercedes-Benz EQC,75000,Mercedes-Benz,EQC,2022,1 440 km,Electric,408 CP,,4x4 (automat),,Automata,SUV,,,Da
99,Mercedes-Benz GLC 300 de 4MATIC,58000,Mercedes-Benz,GLC,2021,33 642 km,Hibrid,194 CP,1 950 cm3,4x4 (automat),,Automata,SUV,,,
100,Jaguar XE 2.0 Prestige,15250,Jaguar,XE,2016,160 566 km,Diesel,180 CP,1 999 cm3,Spate,,Automata,Sedan,,,Da
101,Mercedes-Benz G AMG 63 SW Long Aut.,238000,Mercedes-Benz,G,2021,5 050 km,Benzina,585 CP,3 982 cm3,4x4 (automat),Euro 6d,Automata,SUV,Romania,,Da
102,Ford Mondeo 2.0 TDCi Powershift Titanium,14250,Ford,Mondeo,2017,175 586 km,Diesel,150 CP,1 997 cm3,Fata,,Automata,Sedan,,,Da
103,Mercedes-Benz GLA 220 CDI Aut.,19949,Mercedes-Benz,GLA,2016,188 754 km,Diesel,170 CP,2 143 cm3,Fata,,Automata,SUV,,,Da
104,BMW X1 xDrive20d,9250,BMW,X1,2010,198 653 km,Diesel,177 CP,1 995 cm3,4x4 (manual),,Manuala,SUV,,,Da
105,Audi Q3 2.0 TDI Quattro Stronic Sport,15990,Audi,Q3,2014,198 500 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 5b,Automata,SUV,Belgia,Da,Da
106,Land Rover Discovery Sport 2.0 l TD4 HSE Aut.,19100,Land Rover,Discovery Sport,2015,175 000 km,Diesel,180 CP,1 999 cm3,,Euro 6,Automata,SUV,,Da,Da
107,Mercedes-Benz A,2690,Mercedes-Benz,A,2002,199 000 km,Benzina,102 CP,1 598 cm3,Fata,Euro 4,Automata,Masina de oras,Romania,Da,Da
108,Volkswagen ID.4 77 kWh GTX,42999,Volkswagen,ID.4,2022,21 000 km,Electric,299 CP,,4x4 (automat),,Automata,SUV,,,
109,Dacia Logan,9200,Dacia,Logan,2020,65 000 km,Benzina,90 CP,999 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,
110,Ford Raptor,43300,Ford,Raptor,2019,34 349 km,Diesel,213 CP,1 996 cm3,4x4 (manual),Euro 6,Automata,SUV,Romania,Da,Da
111,Nissan Qashqai 1.5 dCi ACENTA,11499,Nissan,Qashqai,2015,222 000 km,Diesel,110 CP,1 461 cm3,Fata,Euro 6,Manuala,SUV,Suedia,Da,Da
112,Mercedes-Benz GLK,10950,Mercedes-Benz,GLK,2009,256 820 km,Diesel,204 CP,2 143 cm3,4x4 (automat),Euro 5,Automata,SUV,Franta,,
113,BMW X6,93415,BMW,X6,2022,21 100 km,Diesel,340 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
114,BMW X3,14750,BMW,X3,2014,196 243 km,Diesel,184 CP,1 995 cm3,4x4 (automat),,Automata,SUV,,,Da
115,BMW Seria 7 740d xDrive Aut.,18990,BMW,Seria 7,2012,260 525 km,Diesel,306 CP,2 993 cm3,4x4 (automat),Euro 5,Automata,Sedan,Germania,,Da
116,Volkswagen Tiguan 2.0 TDI 4Mot DSG Highline,29500,Volkswagen,Tiguan,2019,81 000 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,
117,Mercedes-Benz A,35022,Mercedes-Benz,A,2021,33 000 km,Diesel,116 CP,1 950 cm3,Fata,,Automata,Compacta,,,
118,Mercedes-Benz GLA 220 d 4Matic 8G-DCT AMG Line,63749,Mercedes-Benz,GLA,2023,2 km,Diesel,190 CP,1 950 cm3,4x4 (manual),,Automata,SUV,,,Da
119,Mazda CX-7,6900,Mazda,CX-7,2011,198 460 km,Diesel,173 CP,2 184 cm3,4x4 (manual),,Manuala,SUV,,,Da
120,Mercedes-Benz G AMG 63 SW Long Aut.,238000,Mercedes-Benz,G,2021,5 050 km,Benzina,585 CP,3 982 cm3,4x4 (automat),Euro 6d,Automata,SUV,Romania,,Da
121,Mercedes-Benz GLC 220 d 4MATIC,35448,Mercedes-Benz,GLC,2020,168 545 km,Diesel,194 CP,1 950 cm3,4x4 (automat),,Automata,SUV,,,Da
122,Audi Q3 2.0 TDI Quattro Stronic Sport,15990,Audi,Q3,2014,198 500 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 5b,Automata,SUV,Belgia,Da,Da
123,Land Rover Discovery Sport 2.0 l TD4 HSE Aut.,19100,Land Rover,Discovery Sport,2015,175 000 km,Diesel,180 CP,1 999 cm3,,Euro 6,Automata,SUV,,Da,Da
124,Mercedes-Benz A,2690,Mercedes-Benz,A,2002,199 000 km,Benzina,102 CP,1 598 cm3,Fata,Euro 4,Automata,Masina de oras,Romania,Da,Da
125,Skoda Octavia,15900,Skoda,Octavia,2018,120 000 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6,Automata,Sedan,Romania,Da,
126,Dacia Logan,9200,Dacia,Logan,2020,65 000 km,Benzina,90 CP,999 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,
127,Ford Raptor,43300,Ford,Raptor,2019,34 349 km,Diesel,213 CP,1 996 cm3,4x4 (manual),Euro 6,Automata,SUV,Romania,Da,Da
128,Mercedes-Benz GLC,35899,Mercedes-Benz,GLC,2019,80 000 km,Diesel,164 CP,1 950 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
129,BMW Seria 7 740d xDrive Aut.,18990,BMW,Seria 7,2012,260 525 km,Diesel,306 CP,2 993 cm3,4x4 (automat),Euro 5,Automata,Sedan,Germania,,Da
130,Volkswagen Tiguan 2.0 TDI 4Mot DSG Highline,29500,Volkswagen,Tiguan,2019,81 000 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,
131,Mercedes-Benz A,35022,Mercedes-Benz,A,2021,33 000 km,Diesel,116 CP,1 950 cm3,Fata,,Automata,Compacta,,,
132,Mercedes-Benz GLA 220 d 4Matic 8G-DCT AMG Line,63749,Mercedes-Benz,GLA,2023,2 km,Diesel,190 CP,1 950 cm3,4x4 (manual),,Automata,SUV,,,Da
133,Mazda CX-7,6900,Mazda,CX-7,2011,198 460 km,Diesel,173 CP,2 184 cm3,4x4 (manual),,Manuala,SUV,,,Da
134,Jaguar XE 2.0 Prestige,15250,Jaguar,XE,2016,160 566 km,Diesel,180 CP,1 999 cm3,Spate,,Automata,Sedan,,,Da
135,Mercedes-Benz GLA,16950,Mercedes-Benz,GLA,2016,183 093 km,Diesel,109 CP,1 461 cm3,Fata,,Automata,SUV,,,Da
136,Mercedes-Benz G AMG 63 SW Long Aut.,238000,Mercedes-Benz,G,2021,5 050 km,Benzina,585 CP,3 982 cm3,4x4 (automat),Euro 6d,Automata,SUV,Romania,,Da
137,Mazda CX-5 CD175 4x4 AT Revolution,13250,Mazda,CX-5,2014,177 749 km,Diesel,175 CP,2 191 cm3,4x4 (automat),,Automata,SUV,,,Da
138,Ford Fiesta,2900,Ford,Fiesta,2005,243 213 km,Diesel,68 CP,1 399 cm3,,,Manuala,Masina de oras,,,
139,BMW X1 xDrive20d,9250,BMW,X1,2010,198 653 km,Diesel,177 CP,1 995 cm3,4x4 (manual),,Manuala,SUV,,,Da
140,Audi Q3 2.0 TDI Quattro Stronic Sport,15990,Audi,Q3,2014,198 500 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 5b,Automata,SUV,Belgia,Da,Da
141,Volkswagen ID.4 77 kWh GTX,42999,Volkswagen,ID.4,2022,21 000 km,Electric,299 CP,,4x4 (automat),,Automata,SUV,,,
142,Ford Raptor,43300,Ford,Raptor,2019,34 349 km,Diesel,213 CP,1 996 cm3,4x4 (manual),Euro 6,Automata,SUV,Romania,Da,Da
143,Nissan Qashqai 1.5 dCi ACENTA,11499,Nissan,Qashqai,2015,222 000 km,Diesel,110 CP,1 461 cm3,Fata,Euro 6,Manuala,SUV,Suedia,Da,Da
144,Mercedes-Benz E,47999,Mercedes-Benz,E,2017,165 000 km,Diesel,194 CP,1 950 cm3,4x4 (automat),Euro 6b,Automata,Sedan,,,Da
145,BMW X6,93415,BMW,X6,2022,21 100 km,Diesel,340 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
146,Audi A3 2.0 TDI Ambiente,13200,Audi,A3,2016,207 000 km,Diesel,150 CP,1 968 cm3,,,Manuala,Compacta,,,
147,Audi A3,14450,Audi,A3,2018,172 000 km,Diesel,116 CP,1 598 cm3,Fata,Euro 6c,Automata,Sedan,Belgia,,
148,Honda Civic Sedan 1.5 VTEC Turbo Elegance Navi,20500,Honda,Civic,2019,46 500 km,Benzina,182 CP,1 498 cm3,Fata,Euro 6,Manuala,Sedan,Romania,,Da
149,Mercedes-Benz A,35022,Mercedes-Benz,A,2021,33 000 km,Diesel,116 CP,1 950 cm3,Fata,,Automata,Compacta,,,
150,Nissan X-Trail 1.6 DIG-T Tekna,15500,Nissan,X-Trail,2017,142 000 km,Benzina,163 CP,1 618 cm3,Fata,,Manuala,SUV,,,
151,Mazda CX-7,6900,Mazda,CX-7,2011,198 460 km,Diesel,173 CP,2 184 cm3,4x4 (manual),,Manuala,SUV,,,Da
152,Jaguar XE 2.0 Prestige,15250,Jaguar,XE,2016,160 566 km,Diesel,180 CP,1 999 cm3,Spate,,Automata,Sedan,,,Da
153,Mercedes-Benz GLA,16950,Mercedes-Benz,GLA,2016,183 093 km,Diesel,109 CP,1 461 cm3,Fata,,Automata,SUV,,,Da
154,Mercedes-Benz G AMG 63 SW Long Aut.,238000,Mercedes-Benz,G,2021,5 050 km,Benzina,585 CP,3 982 cm3,4x4 (automat),Euro 6d,Automata,SUV,Romania,,Da
155,Mazda CX-5 CD175 4x4 AT Revolution,13250,Mazda,CX-5,2014,177 749 km,Diesel,175 CP,2 191 cm3,4x4 (automat),,Automata,SUV,,,Da
156,Land Rover Discovery Sport 2.0 l TD4 HSE Aut.,19100,Land Rover,Discovery Sport,2015,175 000 km,Diesel,180 CP,1 999 cm3,,Euro 6,Automata,SUV,,Da,Da
157,Mercedes-Benz A,2690,Mercedes-Benz,A,2002,199 000 km,Benzina,102 CP,1 598 cm3,Fata,Euro 4,Automata,Masina de oras,Romania,Da,Da
158,Skoda Octavia,15900,Skoda,Octavia,2018,120 000 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6,Automata,Sedan,Romania,Da,
159,Mercedes-Benz GLK,10950,Mercedes-Benz,GLK,2009,256 820 km,Diesel,204 CP,2 143 cm3,4x4 (automat),Euro 5,Automata,SUV,Franta,,
160,Mercedes-Benz GLC,35899,Mercedes-Benz,GLC,2019,80 000 km,Diesel,164 CP,1 950 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
