,title,price,make,model,year,mileage,fuel_type,engine_power,engine_capacity,transmission,pollution_standard,gearbox,body_type,country_origin,original_owner,no_accident
22,BMW Seria 4 430d AT M Sport,30800,BMW,Seria 4,2016,80 000 km,Diesel,258 CP,2 993 cm3,Spate,Euro 6,Automata,Coupe,Germania,Da,Da
23,Skoda Octavia 1.6 TDI Elegance,5900,Skoda,Octavia,2012,278 200 km,Diesel,105 CP,1 598 cm3,Fata,Euro 5,Manuala,Sedan,Romania,,
24,Dodge RAM,34750,Dodge,RAM,2016,116 587 km,Diesel,245 CP,2 987 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
25,BMW X5 xDrive40d,31000,BMW,X5,2015,143 400 km,Diesel,313 CP,2 993 cm3,4x4 (automat),,Automata,SUV,,,Da
26,BMW Seria 3 320d DPF Aut. Edition Fleet,6500,BMW,Seria 3,2006,277 000 km,Diesel,163 CP,1 995 cm3,,,Automata,Sedan,,,
27,Volkswagen Golf 1.4 TSI Highline,5350,Volkswagen,Golf,2010,214 000 km,Benzina,122 CP,1 390 cm3,,,Manuala,Compacta,,,
28,Toyota Land Cruiser,7700,Toyota,Land Cruiser,1991,195 000 km,Diesel,90 CP,2 400 cm3,4x4 (manual),,Manuala,SUV,Franta,Da,Da
29,Jaguar XE 2.0 Prestige,8950,Jaguar,XE,2016,240 000 km,Diesel,163 CP,1 999 cm3,,,Manuala,Sedan,,,Da
30,Mercedes-Benz GLE 250 d 4Matic 9G-TRONIC AMG Line,40800,Mercedes-Benz,GLE,2016,83 350 km,Diesel,204 CP,2 143 cm3,4x4 (manual),,Automata,SUV,Suedia,,Da
31,BMW Seria 3 320d Aut. xDrive Advantage,19900,BMW,Seria 3,2016,70 350 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6b,Automata,Sedan,Romania,Da,Da
32,Skoda Octavia,7450,Skoda,Octavia,2014,153 000 km,Benzina,86 CP,1 197 cm3,Fata,,Manuala,Sedan,Romania,,
33,Kia Ceed Cee'd 1.4 GSL CITY,4321,Kia,Ceed,2012,200 285 km,Benzina + GPL,100 CP,1 396 cm3,Fata,Euro 5,Manuala,Combi,Romania,,Da
34,Seat Leon 2.0 TDI FR,4850,Seat,Leon,2010,272 000 km,Diesel,170 CP,1 968 cm3,Fata,,Manuala,Compacta,,,
35,Volkswagen Golf Alltrack 2.0 TDI DSG 4Motion,19900,Volkswagen,Golf,2018,113 000 km,Diesel,184 CP,1 968 cm3,,,Automata,Combi,,,
36,Skoda Octavia Combi Diesel 2.0 TDI DSG Ambition,21652,Skoda,Octavia,2020,86 665 km,Diesel,149 CP,1 968 cm3,Fata,,Automata,Combi,,,
37,Dacia Lodgy 1.5 dCi 90 CP Ambiance,9200,Dacia,Lodgy,2016,118 820 km,Diesel,90 CP,1 461 cm3,Fata,Euro 6,Manuala,Monovolum,Romania,,
38,BMW Seria 3 320d Touring Aut.,10300,BMW,Seria 3,2013,284 000 km,Diesel,184 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Germania,,
39,Honda Civic 1.8 i-VTEC MT Sport,13990,Honda,Civic,2015,74 165 km,Benzina,142 CP,1 798 cm3,Fata,Euro 6,Manuala,Compacta,Romania,Da,Da
40,Chevrolet Corvette,36999,Chevrolet,Corvette,2009,67 000 km,Benzina,466 CP,6 162 cm3,,Euro 4,Automata,Coupe,Statele Unite ale Americii,,Da
41,Skoda Fabia 1.2 HTP Active,3300,Skoda,Fabia,2008,129 100 km,Benzina,69 CP,1 198 cm3,Fata,,Manuala,Compacta,,,
42,Toyota Yaris 1.5 VVT-i HSD Sol,10800,Toyota,Yaris,2016,75 083 km,Hibrid,75 CP,1 497 cm3,,,Automata,Masina de oras,,,
43,BMW Seria 5 530d Gran Turismo,12500,BMW,Seria 5,2011,288 000 km,Diesel,245 CP,2 993 cm3,Spate,Euro 5,Automata,Sedan,,,
44,Skoda Octavia 1.9 TDI Business DSG,5600,Skoda,Octavia,2010,299 000 km,Diesel,105 CP,1 896 cm3,,,Automata,Sedan,,,
45,BMW X5 xDrive40d,31000,BMW,X5,2015,143 400 km,Diesel,313 CP,2 993 cm3,4x4 (automat),,Automata,SUV,,,Da
46,Audi A5,22390,Audi,A5,2017,238 000 km,Diesel,190 CP,1 968 cm3,,,Manuala,Sedan,,,
47,BMW Seria 7 730d xDrive,54900,BMW,Seria 7,2020,191 000 km,Diesel,265 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,,
48,Volkswagen Golf 1.4 TSI Highline,5350,Volkswagen,Golf,2010,214 000 km,Benzina,122 CP,1 390 cm3,,,Manuala,Compacta,,,
49,Mitsubishi Colt 1.1 ClearTec Edition,2800,Mitsubishi,Colt,2012,126 000 km,Benzina,75 CP,1 124 cm3,Fata,,Manuala,Compacta,,,
50,Toyota Land Cruiser,7700,Toyota,Land Cruiser,1991,195 000 km,Diesel,90 CP,2 400 cm3,4x4 (manual),,Manuala,SUV,Franta,Da,Da
51,Jaguar XE 2.0 Prestige,8950,Jaguar,XE,2016,240 000 km,Diesel,163 CP,1 999 cm3,,,Manuala,Sedan,,,Da
52,Mercedes-Benz GLE 250 d 4Matic 9G-TRONIC AMG Line,40800,Mercedes-Benz,GLE,2016,83 350 km,Diesel,204 CP,2 143 cm3,4x4 (manual),,Automata,SUV,Suedia,,Da
53,Skoda Octavia,7450,Skoda,Octavia,2014,153 000 km,Benzina,86 CP,1 197 cm3,Fata,,Manuala,Sedan,Romania,,
54,Skoda Octavia,32352,Skoda,Octavia,2021,44 849 km,Hibrid,150 CP,1 395 cm3,,,Automata,Combi,,,
55,Skoda Octavia Combi Diesel 2.0 TDI DSG Ambition,21652,Skoda,Octavia,2020,86 665 km,Diesel,149 CP,1 968 cm3,Fata,,Automata,Combi,,,
56,Dacia Lodgy 1.5 dCi 90 CP Ambiance,9200,Dacia,Lodgy,2016,118 820 km,Diesel,90 CP,1 461 cm3,Fata,Euro 6,Manuala,Monovolum,Romania,,
57,BMW Seria 3 320d Touring Aut.,10300,BMW,Seria 3,2013,284 000 km,Diesel,184 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Germania,,
58,Skoda Octavia 1.6 TDI Elegance,5900,Skoda,Octavia,2012,278 200 km,Diesel,105 CP,1 598 cm3,Fata,Euro 5,Manuala,Sedan,Romania,,
59,Dacia Spring Cargo Electric 45 (33kW),11000,Dacia,Spring,2021,15 500 km,Electric,45 CP,,Fata,,Automata,Masina de oras,,,
60,Dodge RAM,34750,Dodge,RAM,2016,116 587 km,Diesel,245 CP,2 987 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
61,BMW Seria 3 320d DPF Aut. Edition Fleet,6500,BMW,Seria 3,2006,277 000 km,Diesel,163 CP,1 995 cm3,,,Automata,Sedan,,,
62,Audi A5,22390,Audi,A5,2017,238 000 km,Diesel,190 CP,1 968 cm3,,,Manuala,Sedan,,,
63,Toyota Land Cruiser,7700,Toyota,Land Cruiser,1991,195 000 km,Diesel,90 CP,2 400 cm3,4x4 (manual),,Manuala,SUV,Franta,Da,Da
64,BMW Seria 3 320d Aut. xDrive Advantage,19900,BMW,Seria 3,2016,70 350 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6b,Automata,Sedan,Romania,Da,Da
65,Kia Ceed Cee'd 1.4 GSL CITY,4321,Kia,Ceed,2012,200 285 km,Benzina + GPL,100 CP,1 396 cm3,Fata,Euro 5,Manuala,Combi,Romania,,Da
66,Seat Leon 2.0 TDI FR,4850,Seat,Leon,2010,272 000 km,Diesel,170 CP,1 968 cm3,Fata,,Manuala,Compacta,,,
67,Volkswagen Golf Alltrack 2.0 TDI DSG 4Motion,19900,Volkswagen,Golf,2018,113 000 km,Diesel,184 CP,1 968 cm3,,,Automata,Combi,,,
68,Dacia Lodgy 1.5 dCi 90 CP Ambiance,9200,Dacia,Lodgy,2016,118 820 km,Diesel,90 CP,1 461 cm3,Fata,Euro 6,Manuala,Monovolum,Romania,,
69,BMW Seria 4 430d AT M Sport,30800,BMW,Seria 4,2016,80 000 km,Diesel,258 CP,2 993 cm3,Spate,Euro 6,Automata,Coupe,Germania,Da,Da
70,BMW Seria 3 320d Touring Aut.,10300,BMW,Seria 3,2013,284 000 km,Diesel,184 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Germania,,
71,Honda Civic 1.8 i-VTEC MT Sport,13990,Honda,Civic,2015,74 165 km,Benzina,142 CP,1 798 cm3,Fata,Euro 6,Manuala,Compacta,Romania,Da,Da
72,Dacia Spring Cargo Electric 45 (33kW),11000,Dacia,Spring,2021,15 500 km,Electric,45 CP,,Fata,,Automata,Masina de oras,,,
73,Chevrolet Corvette,36999,Chevrolet,Corvette,2009,67 000 km,Benzina,466 CP,6 162 cm3,,Euro 4,Automata,Coupe,Statele Unite ale Americii,,Da
74,Toyota Yaris 1.5 VVT-i HSD Sol,10800,Toyota,Yaris,2016,75 083 km,Hibrid,75 CP,1 497 cm3,,,Automata,Masina de oras,,,
75,BMW Seria 5 530d Gran Turismo,12500,BMW,Seria 5,2011,288 000 km,Diesel,245 CP,2 993 cm3,Spate,Euro 5,Automata,Sedan,,,
76,Dodge RAM,34750,Dodge,RAM,2016,116 587 km,Diesel,245 CP,2 987 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
77,BMW X5 xDrive40d,31000,BMW,X5,2015,143 400 km,Diesel,313 CP,2 993 cm3,4x4 (automat),,Automata,SUV,,,Da
78,BMW Seria 3 320d DPF Aut. Edition Fleet,6500,BMW,Seria 3,2006,277 000 km,Diesel,163 CP,1 995 cm3,,,Automata,Sedan,,,
79,Mercedes-Benz GLA 220 d 4MATIC Aut.,18250,Mercedes-Benz,GLA,2014,121 805 km,Diesel,170 CP,2 143 cm3,4x4 (automat),,Automata,SUV,,,Da
80,BMW Seria 7 730d xDrive,54900,BMW,Seria 7,2020,191 000 km,Diesel,265 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,,
81,Jaguar XE 2.0 Prestige,8950,Jaguar,XE,2016,240 000 km,Diesel,163 CP,1 999 cm3,,,Manuala,Sedan,,,Da
82,Mercedes-Benz GLE 250 d 4Matic 9G-TRONIC AMG Line,40800,Mercedes-Benz,GLE,2016,83 350 km,Diesel,204 CP,2 143 cm3,4x4 (manual),,Automata,SUV,Suedia,,Da
83,BMW Seria 3 320d Aut. xDrive Advantage,19900,BMW,Seria 3,2016,70 350 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6b,Automata,Sedan,Romania,Da,Da
84,Skoda Octavia,7450,Skoda,Octavia,2014,153 000 km,Benzina,86 CP,1 197 cm3,Fata,,Manuala,Sedan,Romania,,
85,Kia Ceed Cee'd 1.4 GSL CITY,4321,Kia,Ceed,2012,200 285 km,Benzina + GPL,100 CP,1 396 cm3,Fata,Euro 5,Manuala,Combi,Romania,,Da
86,Volkswagen Golf Alltrack 2.0 TDI DSG 4Motion,19900,Volkswagen,Golf,2018,113 000 km,Diesel,184 CP,1 968 cm3,,,Automata,Combi,,,
87,Skoda Octavia,32352,Skoda,Octavia,2021,44 849 km,Hibrid,150 CP,1 395 cm3,,,Automata,Combi,,,
88,Skoda Octavia Combi Diesel 2.0 TDI DSG Ambition,21652,Skoda,Octavia,2020,86 665 km,Diesel,149 CP,1 968 cm3,Fata,,Automata,Combi,,,
89,Dacia Lodgy 1.5 dCi 90 CP Ambiance,9200,Dacia,Lodgy,2016,118 820 km,Diesel,90 CP,1 461 cm3,Fata,Euro 6,Manuala,Monovolum,Romania,,
90,Dacia Spring Cargo Electric 45 (33kW),11000,Dacia,Spring,2021,15 500 km,Electric,45 CP,,Fata,,Automata,Masina de oras,,,
91,Chevrolet Corvette,36999,Chevrolet,Corvette,2009,67 000 km,Benzina,466 CP,6 162 cm3,,Euro 4,Automata,Coupe,Statele Unite ale Americii,,Da
92,Skoda Fabia 1.2 HTP Active,3300,Skoda,Fabia,2008,129 100 km,Benzina,69 CP,1 198 cm3,Fata,,Manuala,Compacta,,,
93,BMW Seria 5 530d Gran Turismo,12500,BMW,Seria 5,2011,288 000 km,Diesel,245 CP,2 993 cm3,Spate,Euro 5,Automata,Sedan,,,
94,Skoda Octavia 1.9 TDI Business DSG,5600,Skoda,Octavia,2010,299 000 km,Diesel,105 CP,1 896 cm3,,,Automata,Sedan,,,
95,Dodge RAM,34750,Dodge,RAM,2016,116 587 km,Diesel,245 CP,2 987 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
96,Mercedes-Benz GLA 220 d 4MATIC Aut.,18250,Mercedes-Benz,GLA,2014,121 805 km,Diesel,170 CP,2 143 cm3,4x4 (automat),,Automata,SUV,,,Da
97,BMW Seria 7 730d xDrive,54900,BMW,Seria 7,2020,191 000 km,Diesel,265 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,,
98,Volkswagen Golf 1.4 TSI Highline,5350,Volkswagen,Golf,2010,214 000 km,Benzina,122 CP,1 390 cm3,,,Manuala,Compacta,,,
99,Mitsubishi Colt 1.1 ClearTec Edition,2800,Mitsubishi,Colt,2012,126 000 km,Benzina,75 CP,1 124 cm3,Fata,,Manuala,Compacta,,,
100,Toyota Land Cruiser,7700,Toyota,Land Cruiser,1991,195 000 km,Diesel,90 CP,2 400 cm3,4x4 (manual),,Manuala,SUV,Franta,Da,Da
101,BMW Seria 3 320d Aut. xDrive Advantage,19900,BMW,Seria 3,2016,70 350 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6b,Automata,Sedan,Romania,Da,Da
102,Kia Ceed Cee'd 1.4 GSL CITY,4321,Kia,Ceed,2012,200 285 km,Benzina + GPL,100 CP,1 396 cm3,Fata,Euro 5,Manuala,Combi,Romania,,Da
103,Toyota C-HR 1.2 Turbo 4x2 C-ity,14850,Toyota,C-HR,2018,94 000 km,Benzina,116 CP,1 197 cm3,Fata,,Manuala,SUV,,,
104,Skoda Octavia,32352,Skoda,Octavia,2021,44 849 km,Hibrid,150 CP,1 395 cm3,,,Automata,Combi,,,
105,Skoda Octavia Combi Diesel 2.0 TDI DSG Ambition,21652,Skoda,Octavia,2020,86 665 km,Diesel,149 CP,1 968 cm3,Fata,,Automata,Combi,,,
106,BMW Seria 4 430d AT M Sport,30800,BMW,Seria 4,2016,80 000 km,Diesel,258 CP,2 993 cm3,Spate,Euro 6,Automata,Coupe,Germania,Da,Da
107,BMW Seria 3 320d Touring Aut.,10300,BMW,Seria 3,2013,284 000 km,Diesel,184 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Germania,,
108,Skoda Octavia 1.6 TDI Elegance,5900,Skoda,Octavia,2012,278 200 km,Diesel,105 CP,1 598 cm3,Fata,Euro 5,Manuala,Sedan,Romania,,
109,Skoda Fabia 1.2 HTP Active,3300,Skoda,Fabia,2008,129 100 km,Benzina,69 CP,1 198 cm3,Fata,,Manuala,Compacta,,,
110,Toyota Yaris 1.5 VVT-i HSD Sol,10800,Toyota,Yaris,2016,75 083 km,Hibrid,75 CP,1 497 cm3,,,Automata,Masina de oras,,,
111,BMW Seria 5 530d Gran Turismo,12500,BMW,Seria 5,2011,288 000 km,Diesel,245 CP,2 993 cm3,Spate,Euro 5,Automata,Sedan,,,
112,Skoda Octavia 1.9 TDI Business DSG,5600,Skoda,Octavia,2010,299 000 km,Diesel,105 CP,1 896 cm3,,,Automata,Sedan,,,
113,Dacia Logan MCV 1.0 SCe Ambiance,6500,Dacia,Logan,2018,133 000 km,Benzina,73 CP,998 cm3,Fata,,Manuala,Sedan,,,
114,Dodge RAM,34750,Dodge,RAM,2016,116 587 km,Diesel,245 CP,2 987 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
115,BMW X5 xDrive40d,31000,BMW,X5,2015,143 400 km,Diesel,313 CP,2 993 cm3,4x4 (automat),,Automata,SUV,,,Da
116,BMW Seria 3 320d DPF Aut. Edition Fleet,6500,BMW,Seria 3,2006,277 000 km,Diesel,163 CP,1 995 cm3,,,Automata,Sedan,,,
117,Audi A5,22390,Audi,A5,2017,238 000 km,Diesel,190 CP,1 968 cm3,,,Manuala,Sedan,,,
118,Mitsubishi Colt 1.1 ClearTec Edition,2800,Mitsubishi,Colt,2012,126 000 km,Benzina,75 CP,1 124 cm3,Fata,,Manuala,Compacta,,,
119,Toyota Land Cruiser,7700,Toyota,Land Cruiser,1991,195 000 km,Diesel,90 CP,2 400 cm3,4x4 (manual),,Manuala,SUV,Franta,Da,Da
120,BMW Seria 3 320d Aut. xDrive Advantage,19900,BMW,Seria 3,2016,70 350 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6b,Automata,Sedan,Romania,Da,Da
121,Skoda Octavia,7450,Skoda,Octavia,2014,153 000 km,Benzina,86 CP,1 197 cm3,Fata,,Manuala,Sedan,Romania,,
122,Kia Ceed Cee'd 1.4 GSL CITY,4321,Kia,Ceed,2012,200 285 km,Benzina + GPL,100 CP,1 396 cm3,Fata,Euro 5,Manuala,Combi,Romania,,Da
123,Skoda Octavia,32352,Skoda,Octavia,2021,44 849 km,Hibrid,150 CP,1 395 cm3,,,Automata,Combi,,,
124,Dacia Lodgy 1.5 dCi 90 CP Ambiance,9200,Dacia,Lodgy,2016,118 820 km,Diesel,90 CP,1 461 cm3,Fata,Euro 6,Manuala,Monovolum,Romania,,
125,BMW Seria 4 430d AT M Sport,30800,BMW,Seria 4,2016,80 000 km,Diesel,258 CP,2 993 cm3,Spate,Euro 6,Automata,Coupe,Germania,Da,Da
126,Honda Civic 1.8 i-VTEC MT Sport,13990,Honda,Civic,2015,74 165 km,Benzina,142 CP,1 798 cm3,Fata,Euro 6,Manuala,Compacta,Romania,Da,Da
127,Skoda Octavia 1.6 TDI Elegance,5900,Skoda,Octavia,2012,278 200 km,Diesel,105 CP,1 598 cm3,Fata,Euro 5,Manuala,Sedan,Romania,,
128,Dacia Spring Cargo Electric 45 (33kW),11000,Dacia,Spring,2021,15 500 km,Electric,45 CP,,Fata,,Automata,Masina de oras,,,
129,Chevrolet Corvette,36999,Chevrolet,Corvette,2009,67 000 km,Benzina,466 CP,6 162 cm3,,Euro 4,Automata,Coupe,Statele Unite ale Americii,,Da
130,Skoda Octavia 1.9 TDI Business DSG,5600,Skoda,Octavia,2010,299 000 km,Diesel,105 CP,1 896 cm3,,,Automata,Sedan,,,
131,Dacia Logan MCV 1.0 SCe Ambiance,6500,Dacia,Logan,2018,133 000 km,Benzina,73 CP,998 cm3,Fata,,Manuala,Sedan,,,
132,BMW Seria 3 320d DPF Aut. Edition Fleet,6500,BMW,Seria 3,2006,277 000 km,Diesel,163 CP,1 995 cm3,,,Automata,Sedan,,,
133,Audi A5,22390,Audi,A5,2017,238 000 km,Diesel,190 CP,1 968 cm3,,,Manuala,Sedan,,,
134,BMW Seria 7 730d xDrive,54900,BMW,Seria 7,2020,191 000 km,Diesel,265 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,,
135,Volkswagen Golf 1.4 TSI Highline,5350,Volkswagen,Golf,2010,214 000 km,Benzina,122 CP,1 390 cm3,,,Manuala,Compacta,,,
136,Volkswagen Golf Alltrack 2.0 TDI DSG 4Motion,19900,Volkswagen,Golf,2018,113 000 km,Diesel,184 CP,1 968 cm3,,,Automata,Combi,,,
137,Toyota C-HR 1.2 Turbo 4x2 C-ity,14850,Toyota,C-HR,2018,94 000 km,Benzina,116 CP,1 197 cm3,Fata,,Manuala,SUV,,,
138,Skoda Octavia,32352,Skoda,Octavia,2021,44 849 km,Hibrid,150 CP,1 395 cm3,,,Automata,Combi,,,
139,Skoda Octavia Combi Diesel 2.0 TDI DSG Ambition,21652,Skoda,Octavia,2020,86 665 km,Diesel,149 CP,1 968 cm3,Fata,,Automata,Combi,,,
140,Dacia Lodgy 1.5 dCi 90 CP Ambiance,9200,Dacia,Lodgy,2016,118 820 km,Diesel,90 CP,1 461 cm3,Fata,Euro 6,Manuala,Monovolum,Romania,,
141,BMW Seria 3 320d Touring Aut.,10300,BMW,Seria 3,2013,284 000 km,Diesel,184 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Germania,,
142,Chevrolet Corvette,36999,Chevrolet,Corvette,2009,67 000 km,Benzina,466 CP,6 162 cm3,,Euro 4,Automata,Coupe,Statele Unite ale Americii,,Da
143,Toyota Yaris 1.5 VVT-i HSD Sol,10800,Toyota,Yaris,2016,75 083 km,Hibrid,75 CP,1 497 cm3,,,Automata,Masina de oras,,,
144,BMW Seria 5 530d Gran Turismo,12500,BMW,Seria 5,2011,288 000 km,Diesel,245 CP,2 993 cm3,Spate,Euro 5,Automata,Sedan,,,
145,Skoda Octavia 1.9 TDI Business DSG,5600,Skoda,Octavia,2010,299 000 km,Diesel,105 CP,1 896 cm3,,,Automata,Sedan,,,
146,Dacia Logan MCV 1.0 SCe Ambiance,6500,Dacia,Logan,2018,133 000 km,Benzina,73 CP,998 cm3,Fata,,Manuala,Sedan,,,
147,BMW X5 xDrive40d,31000,BMW,X5,2015,143 400 km,Diesel,313 CP,2 993 cm3,4x4 (automat),,Automata,SUV,,,Da
148,Audi A5,22390,Audi,A5,2017,238 000 km,Diesel,190 CP,1 968 cm3,,,Manuala,Sedan,,,
149,Toyota Land Cruiser,7700,Toyota,Land Cruiser,1991,195 000 km,Diesel,90 CP,2 400 cm3,4x4 (manual),,Manuala,SUV,Franta,Da,Da
150,Mercedes-Benz GLE 250 d 4Matic 9G-TRONIC AMG Line,40800,Mercedes-Benz,GLE,2016,83 350 km,Diesel,204 CP,2 143 cm3,4x4 (manual),,Automata,SUV,Suedia,,Da
151,Kia Ceed Cee'd 1.4 GSL CITY,4321,Kia,Ceed,2012,200 285 km,Benzina + GPL,100 CP,1 396 cm3,Fata,Euro 5,Manuala,Combi,Romania,,Da
152,Toyota C-HR 1.2 Turbo 4x2 C-ity,14850,Toyota,C-HR,2018,94 000 km,Benzina,116 CP,1 197 cm3,Fata,,Manuala,SUV,,,
153,Skoda Octavia,32352,Skoda,Octavia,2021,44 849 km,Hibrid,150 CP,1 395 cm3,,,Automata,Combi,,,
154,Skoda Octavia Combi Diesel 2.0 TDI DSG Ambition,21652,Skoda,Octavia,2020,86 665 km,Diesel,149 CP,1 968 cm3,Fata,,Automata,Combi,,,
155,Dacia Lodgy 1.5 dCi 90 CP Ambiance,9200,Dacia,Lodgy,2016,118 820 km,Diesel,90 CP,1 461 cm3,Fata,Euro 6,Manuala,Monovolum,Romania,,
156,BMW Seria 4 430d AT M Sport,30800,BMW,Seria 4,2016,80 000 km,Diesel,258 CP,2 993 cm3,Spate,Euro 6,Automata,Coupe,Germania,Da,Da
157,BMW Seria 3 320d Touring Aut.,10300,BMW,Seria 3,2013,284 000 km,Diesel,184 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Germania,,
158,Skoda Octavia 1.6 TDI Elegance,5900,Skoda,Octavia,2012,278 200 km,Diesel,105 CP,1 598 cm3,Fata,Euro 5,Manuala,Sedan,Romania,,
159,Chevrolet Corvette,36999,Chevrolet,Corvette,2009,67 000 km,Benzina,466 CP,6 162 cm3,,Euro 4,Automata,Coupe,Statele Unite ale Americii,,Da
160,Toyota Yaris 1.5 VVT-i HSD Sol,10800,Toyota,Yaris,2016,75 083 km,Hibrid,75 CP,1 497 cm3,,,Automata,Masina de oras,,,
161,BMW Seria 5 530d Gran Turismo,12500,BMW,Seria 5,2011,288 000 km,Diesel,245 CP,2 993 cm3,Spate,Euro 5,Automata,Sedan,,,
162,Skoda Octavia 1.9 TDI Business DSG,5600,Skoda,Octavia,2010,299 000 km,Diesel,105 CP,1 896 cm3,,,Automata,Sedan,,,
163,BMW X5 xDrive40d,31000,BMW,X5,2015,143 400 km,Diesel,313 CP,2 993 cm3,4x4 (automat),,Automata,SUV,,,Da
