,title,price,make,model,year,mileage,fuel_type,engine_power,engine_capacity,transmission,pollution_standard,gearbox,body_type,country_origin,original_owner,no_accident
55,Audi A4 2.0 TDI B8,9499,Audi,A4,2009,243 000 km,Diesel,143 CP,1 968 cm3,Fata,Euro 5,Manuala,Sedan,,Da,Da
56,Ford Ka+,1350,Ford,Ka+,2004,75 000 km,Benzina,95 CP,1 600 cm3,,,Manuala,Masina mica,,,
57,Opel Insignia 2.0 CDTI,3600,Opel,Insignia,2009,221 000 km,Diesel,110 CP,1 956 cm3,,,Manuala,Sedan,Germania,,Da
58,Citroën C8 2.2 HDi 16V SX,1750,Citroën,C8,2006,270 000 km,Diesel,128 CP,2 179 cm3,,,Manuala,Monovolum,,,
59,Audi A4 Avant 40 TDI S tronic,28550,Audi,A4,2019,68 100 km,Diesel,190 CP,1 968 cm3,,,Automata,Combi,,,
60,Mercedes-Benz C 43 AMG 4MATIC Aut.,38800,Mercedes-Benz,C,2017,152 000 km,Benzina,367 CP,2 996 cm3,4x4 (automat),Euro 6,Automata,Sedan,Belgia,,Da
61,Audi S5 Sportback 3.0 TFSI quattro tiptronic,31000,Audi,S5,2018,148 500 km,Benzina,354 CP,2 995 cm3,4x4 (manual),Euro 5a,Automata,Sedan,Germania,Da,Da
62,Kia Sportage 1.6 T-GDI HEV 6AT 4x2 Style,33450,Kia,Sportage,2023,1 km,Hibrid,180 CP,1 598 cm3,Fata,,Automata,SUV,,,Da
63,Mercedes-Benz CLA 250 e Coupe,54252,Mercedes-Benz,CLA,2021,10 000 km,Hibrid,160 CP,1 332 cm3,Fata,Euro 6d,Automata,Coupe,Germania,Da,Da
64,Nissan Juke 1.5L dCI Stop/Start Acenta,7190,Nissan,Juke,2013,193 860 km,Diesel,110 CP,1 461 cm3,Fata,Euro 5,Manuala,SUV,,,
65,Toyota C-HR 1.8 HSD 4x2 CVT C-enter,22490,Toyota,C-HR,2021,65 495 km,Hibrid,98 CP,1 798 cm3,Fata,Euro 6,Automata,SUV,Romania,Da,
66,Mercedes-Benz GLC 220 d 4MATIC,25500,Mercedes-Benz,GLC,2016,190 000 km,Diesel,170 CP,2 143 cm3,,,Automata,SUV,,,
67,Maserati Ghibli Hybrid Executive,69499,Maserati,Ghibli,2021,88 km,Benzina,330 CP,1 998 cm3,Spate,Euro 6,Automata,Sedan,Romania,Da,Da
68,Mercedes-Benz GLC 250 4MATIC,35900,Mercedes-Benz,GLC,2019,65 893 km,Benzina,211 CP,1 991 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
69,Tesla Model 3 Langstreckenbatterie Allradantrieb Dual Motor,40999,Tesla,Model 3,2022,19 221 km,Electric,497 CP,,,,Automata,Sedan,,,
70,Suzuki Ignis 1.3i Elegant,2599,Suzuki,Ignis,2005,195 000 km,Benzina,94 CP,1 328 cm3,Fata,Euro 4,Manuala,Compacta,Germania,Da,Da
71,Jeep Grand Cherokee 3.0 TD AT Limited,14999,Jeep,Grand Cherokee,2015,188 000 km,Diesel,250 CP,2 987 cm3,4x4 (automat),,Automata,SUV,,,
72,Nissan Qashqai 1.6 DCI Start/Stop X-TRONIC Tekna,13600,Nissan,Qashqai,2017,176 000 km,Diesel,130 CP,1 598 cm3,Fata,Euro 6,Automata,SUV,Belgia,Da,Da
73,Volkswagen Golf 1.6 TDI 4Motion BMT Trendline,9549,Volkswagen,Golf,2014,186 093 km,Diesel,105 CP,1 598 cm3,4x4 (automat),Euro 5,Manuala,Compacta,,,
74,Mercedes-Benz C 200 7G-TRONIC AMG Line,23450,Mercedes-Benz,C,2015,75 367 km,Benzina,184 CP,1 991 cm3,4x4 (automat),,Automata,Coupe,Germania,,Da
75,BMW X6 xDrive40d M Sport Edition,24500,BMW,X6,2014,116 000 km,Diesel,306 CP,2 993 cm3,4x4 (manual),Euro 4,Automata,SUV,Germania,,
76,BMW Seria 4 440i xDrive AT Luxury Line,27990,BMW,Seria 4,2018,69 700 km,Benzina,326 CP,2 998 cm3,4x4 (automat),Euro 6,Automata,Sedan,Italia,Da,Da
77,Skoda Kamiq 1.5 TSI Style,19750,Skoda,Kamiq,2020,50 000 km,Benzina,150 CP,1 498 cm3,Fata,Euro 6,Manuala,SUV,Romania,,Da
78,Volkswagen Passat,22900,Volkswagen,Passat,2019,56 090 km,Diesel,149 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,Sedan,Romania,,
79,Volkswagen Passat 2.0 TDI DSG 4Motion Comfortline,23489,Volkswagen,Passat,2019,69 844 km,Diesel,190 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,Sedan,Romania,Da,Da
80,Dacia Logan 1.5 Blue dCi SL Prestige PLUS,10299,Dacia,Logan,2019,86 526 km,Diesel,95 CP,1 461 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,
81,Nissan X-Trail 1.6L dCI Start/Stop XTRONIC Acenta Aut.,11999,Nissan,X-Trail,2015,176 000 km,Diesel,130 CP,1 598 cm3,4x4 (automat),Euro 6,Automata,SUV,,,Da
82,Mercedes-Benz CLS 450 4MATIC Aut,49900,Mercedes-Benz,CLS,2018,98 000 km,Benzina,367 CP,2 999 cm3,4x4 (automat),,Automata,Coupe,Germania,,Da
83,Volkswagen Passat Variant 2.0 TDI DSG,19900,Volkswagen,Passat,2018,150 216 km,Diesel,150 CP,1 968 cm3,,Euro 6,Automata,Combi,,,
84,Nissan Qashqai 1.5 dCi TEKNA,8300,Nissan,Qashqai,2013,184 000 km,Diesel,110 CP,1 461 cm3,Fata,Euro 5,Manuala,SUV,,,Da
85,Opel Insignia,7990,Opel,Insignia,2015,130 000 km,Diesel,140 CP,1 956 cm3,,Euro 5,Manuala,Sedan,,,
86,Audi A4 Avant 3.0 TDI DPF quattro S line Sportpaket,10390,Audi,A4,2013,269 000 km,Diesel,245 CP,2 967 cm3,4x4 (manual),Euro 5,Manuala,Combi,Germania,,Da
87,Skoda Fabia 1.2 TDI DPF Combi GreenLine,4500,Skoda,Fabia,2012,257 000 km,Diesel,75 CP,1 199 cm3,,,Manuala,Compacta,,,
88,BMW X1,27000,BMW,X1,2019,75 000 km,Diesel,150 CP,1 995 cm3,Spate,,Automata,SUV,,,
89,Citroën C-Elysée,6700,Citroën,C-Elysée,2018,160 000 km,Diesel,100 CP,1 560 cm3,,Euro 6,Manuala,Sedan,,,
90,Mercedes-Benz E 220 d 9G-TRONIC Avantgarde,23999,Mercedes-Benz,E,2018,218 300 km,Diesel,194 CP,1 950 cm3,Spate,Euro 6,Automata,Sedan,Olanda,Da,Da
91,Hyundai Santa Fe,8990,Hyundai,Santa Fe,2010,180 000 km,Diesel,197 CP,2 199 cm3,,Euro 5,Automata,SUV,,,
92,Nissan Qashqai,5300,Nissan,Qashqai,2008,179 000 km,Diesel,115 CP,1 461 cm3,,,Manuala,SUV,,,
93,Nissan Juke,7799,Nissan,Juke,2012,196 000 km,Diesel,110 CP,1 461 cm3,,,Manuala,SUV,,,Da
94,BMW Seria 3,11200,BMW,Seria 3,2013,229 311 km,Diesel,184 CP,1 995 cm3,,,Automata,Sedan,,,
95,Renault Kangoo,5400,Renault,Kangoo,2012,134 000 km,Benzina,106 CP,1 598 cm3,,Euro 5,Manuala,Monovolum,,,
96,Porsche Cayenne E-Hybrid Tiptronic S Platinum Edition,40950,Porsche,Cayenne,2016,186 900 km,Hibrid,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
97,Mazda CX-5 2.2 SKYACTIV-D AWD Sports-Line,12736,Mazda,CX-5,2014,250 515 km,Diesel,175 CP,2 191 cm3,4x4 (manual),Euro 6,Manuala,SUV,,,Da
98,Volkswagen Polo,14900,Volkswagen,Polo,2019,37 501 km,Benzina,95 CP,999 cm3,,Euro 6,Manuala,Compacta,,,Da
99,Hyundai Tucson 1.6 GDI 2WD 6MT Comfort,17500,Hyundai,Tucson,2019,76 110 km,Benzina,132 CP,1 591 cm3,Fata,,Manuala,SUV,,,
100,Volkswagen Tiguan 2.0 TDI SCR 4MOTION BlueMotion Technology Highline,23990,Volkswagen,Tiguan,2017,163 048 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 6,Manuala,SUV,Franta,,Da
101,Peugeot 3008 1.5 BlueHDI 130 S&S EAT8 GT Pack,30670,Peugeot,3008,2022,16 300 km,Diesel,130 CP,1 499 cm3,Fata,Euro 6d,Automata,SUV,Romania,Da,Da
102,BMW Seria 5 535d AT,17898,BMW,Seria 5,2016,110 900 km,Diesel,313 CP,2 993 cm3,Spate,,Automata,Combi,,,
103,BMW X1,12300,BMW,X1,2014,150 853 km,Diesel,143 CP,1 995 cm3,,,Automata,SUV,,,
104,BMW Seria 3 318d AT MHEV,42989,BMW,Seria 3,2022,16 000 km,Diesel,150 CP,1 995 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,Da,Da
105,Alfa Romeo Tonale,38899,Alfa Romeo,Tonale,2022,10 500 km,Hibrid,160 CP,1 469 cm3,Fata,Euro 6,Automata,SUV,Romania,Da,Da
106,Mercedes-Benz CLS 450 4MATIC Aut,54999,Mercedes-Benz,CLS,2019,58 000 km,Benzina,367 CP,2 999 cm3,4x4 (automat),,Automata,Coupe,,,
107,BMW Seria 1,18550,BMW,Seria 1,2019,46 000 km,Diesel,150 CP,1 995 cm3,Spate,Euro 6,Automata,Compacta,,,Da
108,BMW Seria 7 740d xDrive,37000,BMW,Seria 7,2017,94 000 km,Diesel,313 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,Sedan,Romania,,
109,Mercedes-Benz GLC 300 d 4MATIC,56398,Mercedes-Benz,GLC,2022,32 700 km,Diesel,245 CP,1 950 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
110,Volkswagen Golf 2.0 TDI DPF Highline,6350,Volkswagen,Golf,2009,285 000 km,Diesel,140 CP,1 968 cm3,Fata,Euro 5,Manuala,Compacta,Germania,,Da
111,Volvo V40 D3 RDesign,15499,Volvo,V40,2018,182 000 km,Diesel,150 CP,1 969 cm3,Fata,Euro 6,Manuala,Compacta,Romania,Da,Da
112,Audi A4,7300,Audi,A4,2010,278 452 km,Diesel,136 CP,1 968 cm3,,,Manuala,Sedan,,,
113,Mercedes-Benz X 350 d 4MATIC Aut. POWER EDITION,44999,Mercedes-Benz,X,2018,37 000 km,Diesel,258 CP,2 987 cm3,4x4 (automat),Euro 6d,Automata,SUV,,,Da
114,Volkswagen Tiguan 2.0 TDI 4Motion DSG Track & Style,13550,Volkswagen,Tiguan,2014,179 308 km,Diesel,140 CP,1 968 cm3,4x4 (automat),,Automata,SUV,Germania,,
115,BMW Seria 3 320d DPF Efficient Dynamics Edition,12799,BMW,Seria 3,2012,233 000 km,Diesel,163 CP,1 995 cm3,Spate,Euro 5,Manuala,Sedan,,Da,Da
116,Opel Astra 1.7 CDTI Cosmo,3490,Opel,Astra,2009,221 900 km,Diesel,100 CP,1 686 cm3,Fata,,Manuala,Compacta,,,
117,Volkswagen Tiguan 2.0 TDI 4Mot DSG Comfortline,15500,Volkswagen,Tiguan,2017,269 000 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,,,
118,Volvo V60 D4AWD Summum,15000,Volvo,V60,2013,66 543 km,Diesel,163 CP,2 400 cm3,4x4 (automat),Euro 5,Automata,Combi,Romania,,
119,Peugeot 508 Hybrid 2.0 HDI 163cp + 37cp electric Feline,7800,Peugeot,508,2012,250 100 km,Hibrid,163 CP,1 997 cm3,4x4 (automat),,Automata,Compacta,,,
120,Volvo V40 D2 DRIVe Momentum,8690,Volvo,V40,2015,208 925 km,Diesel,120 CP,1 969 cm3,Fata,Euro 6,Manuala,Compacta,Olanda,,
121,BMW X6 M Competition,119000,BMW,X6 M,2022,9 900 km,Benzina,625 CP,4 395 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
122,Maserati Levante,38690,Maserati,Levante,2018,175 051 km,Diesel,275 CP,2 987 cm3,,Euro 6,Automata,SUV,Romania,,
123,Nissan Qashqai 1.6 DCI Start/Stop 4X4-i Tekna,11950,Nissan,Qashqai,2015,204 000 km,Diesel,130 CP,1 598 cm3,,,Manuala,SUV,,,
124,Skoda Octavia,16500,Skoda,Octavia,2019,94 951 km,Diesel,116 CP,1 598 cm3,Fata,,Automata,Sedan,,,
125,Peugeot 2008 1.6 e-HDi FAP STT ETG Allure Aut.,8690,Peugeot,2008,2014,217 750 km,Diesel,92 CP,1 560 cm3,Fata,Euro 5,Automata,Compacta,Olanda,,Da
126,Suzuki Across 2.5 Plug-in Hybrid,49600,Suzuki,Across,2023,1 km,Hibrid,185 CP,2 487 cm3,,,Automata,SUV,Japonia,,Da
127,BMW X6 M Competition,119000,BMW,X6 M,2022,9 900 km,Benzina,625 CP,4 395 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
128,Ferrari Roma,221340,Ferrari,Roma,2021,18 918 km,Benzina,620 CP,3 855 cm3,Spate,,Automata,Coupe,,,Da
129,Nissan Qashqai 1.6 DCI Start/Stop 4X4-i Tekna,11950,Nissan,Qashqai,2015,204 000 km,Diesel,130 CP,1 598 cm3,,,Manuala,SUV,,,
130,Skoda Octavia,16500,Skoda,Octavia,2019,94 951 km,Diesel,116 CP,1 598 cm3,Fata,,Automata,Sedan,,,
131,Audi A4 Allroad,14499,Audi,A4 Allroad,2013,231 000 km,Diesel,170 CP,1 968 cm3,4x4 (automat),Euro 5,Automata,Combi,,Da,
132,BMW Seria 7 740d xDrive,59500,BMW,Seria 7,2020,49 000 km,Diesel,340 CP,2 993 cm3,4x4 (manual),Euro 6,Automata,Sedan,Germania,Da,Da
133,Ford Focus 1.0 EcoBoost Titanium,16249,Ford,Focus,2020,75 196 km,Benzina,125 CP,999 cm3,Fata,Euro 6,Automata,Compacta,Romania,Da,
134,Porsche Panamera,144300,Porsche,Panamera,2020,26 300 km,Benzina,550 CP,3 996 cm3,,Euro 6,Automata,Sedan,,,Da
135,Skoda Kodiaq 2.0 TDI 4X4 DSG Style,24699,Skoda,Kodiaq,2018,127 117 km,Diesel,190 CP,1 968 cm3,4x4 (automat),,Automata,SUV,,,
136,Mitsubishi Eclipse-Cross,19900,Mitsubishi,Eclipse-Cross,2018,58 606 km,Benzina,163 CP,1 499 cm3,4x4 (automat),,Automata,SUV,,,
137,Mercedes-Benz GLC 220 d 4MATIC,33300,Mercedes-Benz,GLC,2018,61 000 km,Diesel,170 CP,2 143 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
138,Audi Q3 Sportback 2.0 40 TDI quattro S tronic W3 S Line,45900,Audi,Q3,2022,13 487 km,Diesel,200 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,,,Da
139,Ford Focus 1.0 EcoBoost Start Stop Trend,5650,Ford,Focus,2014,152 609 km,Benzina,100 CP,999 cm3,Fata,Euro 5,Manuala,Compacta,Romania,Da,Da
140,Skoda Fabia 1.0 TSI Ambition,14990,Skoda,Fabia,2022,47 015 km,Benzina,95 CP,999 cm3,Fata,Euro 6,Manuala,Masina de oras,Romania,Da,
141,Volkswagen Transporter T6 DSG Kurz Plus Comfortline,15200,Volkswagen,Transporter,2015,216 000 km,Diesel,140 CP,1 968 cm3,Fata,Euro 5,Automata,Monovolum,,Da,Da
142,Volvo S90,50500,Volvo,S90,2021,27 000 km,Hibrid,303 CP,1 969 cm3,4x4 (automat),Euro 6,Automata,Sedan,,Da,Da
143,Mercedes-Benz C,45813,Mercedes-Benz,C,2021,14 852 km,Diesel,200 CP,1 993 cm3,Spate,Euro 6,Automata,Sedan,Germania,,Da
144,BMW Seria 2 218i Active Tourer Aut.,19999,BMW,Seria 2,2020,23 000 km,Benzina,136 CP,1 499 cm3,Fata,Euro 6,Automata,Monovolum,Romania,,
145,Ford Mondeo,18500,Ford,Mondeo,2019,103 361 km,Hibrid,140 CP,1 999 cm3,Fata,,Automata,Sedan,,,
146,Opel Corsa Corsa-e Elegance,25590,Opel,Corsa,2022,2 km,Electric,136 CP,,Fata,,Automata,Masina de oras,,,Da
147,Mercedes-Benz GLC 400 e 4Matic 9G-TRONIC AMG Line Advanced,93285,Mercedes-Benz,GLC,2023,1 km,Hibrid,252 CP,1 999 cm3,4x4 (manual),,Automata,SUV,,,Da
148,BMW X1 xDrive25e Aut. xLine,28600,BMW,X1,2020,52 200 km,Hibrid,136 CP,1 499 cm3,4x4 (automat),Euro 6d,Automata,SUV,Germania,Da,Da
149,Volkswagen Passat Variant 2.0 TDI DSG (BlueMotion Technology) Comfortline,15250,Volkswagen,Passat,2019,235 000 km,Diesel,150 CP,1 968 cm3,,Euro 6,Automata,Combi,Italia,Da,Da
150,BMW X6,67500,BMW,X6,2021,51 900 km,Diesel,286 CP,2 993 cm3,4x4 (automat),,Automata,SUV,,,
151,Dacia Logan Stepway TCe 100 GPL,8650,Dacia,Logan Stepway,2020,49 000 km,Benzina + GPL,100 CP,999 cm3,,,Manuala,Sedan,Romania,Da,
152,Seat Altea XL,6999,Seat,Altea XL,2012,302 000 km,Diesel,105 CP,1 598 cm3,,,Manuala,Compacta,,,
153,Mercedes-Benz E,26500,Mercedes-Benz,E,2018,197 240 km,Diesel,194 CP,1 950 cm3,Spate,Euro 6,Automata,Sedan,Germania,,
154,Porsche Cayenne 3.0 L,29990,Porsche,Cayenne,2017,191 628 km,Diesel,262 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
155,Opel Grandland,26390,Opel,Grandland,2022,247 km,Benzina,130 CP,1 199 cm3,,,Automata,Sedan,,,Da
156,Mercedes-Benz GLS 350 d 4MATIC Aut.,43000,Mercedes-Benz,GLS,2017,139 000 km,Diesel,258 CP,2 987 cm3,4x4 (automat),Euro 5,Automata,SUV,Germania,,Da
